TOP|20110111170001|2011-01-11_1700_US_FOX-News_Fox_Online
COL|Communication Studies Archive, UCLA 
UID|9425fc52-1dac-11e0-9490-001517add60e
DUR|0:59:44.38
VID|640x352
CMT|
LAN|ENG
LBT|2011-01-11 09:00 America/Los_Angeles
SEG_01|2014-02-14 18:21:55|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110111170003.000|20110111170003.000|XDS|%   RATING: (NOT RATED) (72)
20110111170003.000|20110111175615.000|SEG|Type=Story
20110111170003.000|20110111170004.000|CC1|EARLIER TH MORNING SAYING       
20110111170004.000|20110111170005.000|CC1|THERE WAS NO CHANGE IN HER      
20110111170005.000|20110111170005.000|XDS|%     CALL: FNC 
20110111170005.000|20110111170006.000|CC1|CONDITIONOVERNIGHT.             
20110111170006.000|20110111170008.000|CC1|THEY TAKE THAT TO BE GOOD NEWS. 
20110111170008.000|20110111170010.000|CC1|WE'LBE GETTING AN UPDATE ANY    
20110111170010.000|20110111170011.000|CC1|MINUTE NOW I.                   
20110111170013.000|20110111170013.000|XDS|%  NETWORK: Fox News Channel
20110111170011.000|20110111170014.000|CC1|WE UNDERSTAN THAT RELATIVES OF  
20110111170014.000|20110111170016.000|CC1|SOME OF THE SHOOTING VICTIMS    
20110111170016.000|20110111170018.000|CC1|WILL BE SPEAKINGNCLUDING        
20110111170018.000|20110111170019.000|CC1|MEMBERS OF THE FAMY OF          
20110111170019.000|20110111170020.000|CC1|CONGREWOMAN GIFFORDS.           
20110111170020.000|20110111170022.000|CC1|MIKE TOBIN LIVE ATHE HSPITAL,   
20110111170022.000|20110111170024.000|CC1|WHAT CAN YOU TELL US, THE LATEST
20110111170024.000|20110111170025.000|CC1|ON HER CONDITION?               
20110111170025.000|20110111170027.000|CC1|>> Report: DOCTORS HAVE BEEN    
20110111170027.000|20110111170028.000|CC1|VERY ENCOURAGED BY THEACT THAT  
20110111170028.000|20110111170030.000|CC1|THE CONGRESSWOMACLUNG TO LIFE   
20110111170030.000|20110111170031.000|CC1|R O MORE NIGHT.                 
20110111170031.000|20110111170033.000|CC1|AND AS THEYEGIN SPEAKING,       
20110111170033.000|20110111170035.000|CC1|THAT'S DR. PETER RHEE.          
20110111170035.000|20110111170036.000|CC1|I'LL SIT DOWN.                  
20110111170036.000|20110111170038.000|CC1|>> I'D LIKE TO, AGAIN, TAKE THE 
20110111170038.000|20110111170039.000|CC1|OPRTUNITY TO THANK THE          
20110111170039.000|20110111170041.000|CC1|CITIZENS OF TUCSON AND EVERYBODY
20110111170041.000|20110111170041.000|XDS|%    TITLE: News, Fair and Balanced
20110111170041.000|20110111170042.000|CC1|ELSE IN THCOUNTRY AND THE       
20110111170042.000|20110111170044.000|CC1|WORLD O'S BEEN SENDING          
20110111170044.000|20110111170046.000|CC1|THEIR THOUGHTS AND THEI CARES.  
20110111170046.000|20110111170048.000|CC1|IT'S VERY MUCH APRECIATED.      
20110111170048.000|20110111170049.000|CC1|I JUST DON WANT TO GET TOO      
20110111170049.000|20110111170051.000|CC1|LONG INT THIS, BUT DO HAVE TO   
20110111170051.000|20110111170053.000|CC1|PUT OUT A LILE WORD FOR THE     
20110111170053.000|20110111170054.000|CC1|PEOPLE IN THE HOSTAL, ALL       
20110111170054.000|20110111170056.000|CC1|THE -- EVEBODY IN THE ETIRE     
20110111170056.000|20110111170057.000|CC1|HOSPITAL FROMVERY ASPT OF       
20110111170057.000|20110111170059.000|CC1|THE HEALTH CARE SYSTEM ISOING   
20110111170059.000|20110111170102.000|CC1|A GREAT JOB, AND I JUST COULDN'T
20110111170102.000|20110111170105.000|CC1|BE PROUDER OF MORE GRO OF       
20110111170105.000|20110111170106.000|CC1|UNITIEPEOPLE.                   
20110111170106.000|20110111170107.000|CC1|WE'RE GOING TO DO A COUPLE      
20110111170107.000|20110111170108.000|CC1|THIN.                           
20110111170108.000|20110111170110.000|CC1|I'M ING TO UPDATE YOU ON THE    
20110111170110.000|20110111170111.000|CC1|TIENTS WE HAVE IN THE           
20110111170111.000|20110111170114.000|CC1|HOSPITAL, DRLEMOE WILL UPDATE   
20110111170114.000|20110111170116.000|CC1|U I, ASK I'M GOING TO           
20110111170116.000|20110111170118.000|CC1|INTRODUCE T ADDITIONAL          
20110111170118.000|20110111170119.000|CC1|PHYSICIA TO MAKE A STATENT      
20110111170119.000|20110111170120.000|CC1|AT THIS TIME PERIOD.            
20110111170120.000|20110111170121.000|CC1|FIRST OF A, WE ARE CURRELY      
20110111170121.000|20110111170123.000|CC1|AT SIXATIENTSSTILL REMAINING    
20110111170123.000|20110111170125.000|CC1|IN T HOSPITAL, ONE IN CRITICA   
20110111170125.000|20110111170126.000|CC1|NDITION, THREE IN SERIOUS       
20110111170126.000|20110111170127.000|CC1|CONDITION D TWO IN FAIR         
20110111170127.000|20110111170128.000|CC1|CONDITION.                      
20110111170128.000|20110111170130.000|CC1|ONE  THE PATIENTS IS            
20110111170130.000|20110111170131.000|CC1|UNDERGOING SURGE RIGHT NOW,     
20110111170131.000|20110111170132.000|CC1|THE OTHEONE HAS ALREY HAD       
20110111170132.000|20110111170134.000|CC1|THEIR SURGE TODAY.              
20110111170134.000|20110111170135.000|CC1|ADDITION SURGERIES ARE PLANNED  
20110111170135.000|20110111170137.000|CC1|FOR THE RT OF THE WEEK, BUT     
20110111170137.000|20110111170138.000|CC1|EVERYTHING I CURRENTLY GNG      
20110111170138.000|20110111170139.000|CC1|WELL WITH ALL OF THOSE PATIENTS,
20110111170139.000|20110111170142.000|CC1|AND TH'RE PROGRESSING AS        
20110111170142.000|20110111170143.000|CC1|EXPECTED.                       
20110111170143.000|20110111170144.000|CC1|SO FAR NO ISSUES O PROBLEMS AT  
20110111170144.000|20110111170145.000|CC1|THIS TE PERIOD.                 
20110111170145.000|20110111170147.000|CC1|I KNOW THAT YORE HERE,OU        
20110111170147.000|20110111170149.000|CC1|WANT A OD UPDA ONHE ONE         
20110111170149.000|20110111170151.000|CC1|PATIENTHAT REMAINS IN CRITICAL  
20110111170151.000|20110111170153.000|CC1|COITION IN THE ICU,HAT'S THE    
20110111170153.000|20110111170155.000|CC1|CONGREWOMAN, AND I'LL           
20110111170155.000|20110111170157.000|CC1|INTRODUCE DR. LEMOE.            
20110111170157.000|20110111170200.000|CC1|>> SO I'M GOING TO UPDATE YOU ON
20110111170200.000|20110111170202.000|CC1|CONGRESSWOMAN GIFFORDS' STUS.   
20110111170202.000|20110111170204.000|CC1|I'M HAPPY TO SAY THA SHE'S      
20110111170204.000|20110111170205.000|CC1|HOLDING HER OWN,AND HER STAS    
20110111170205.000|20110111170207.000|CC1|IS THE SAME AS IT WAS YESTERDAY,
20110111170207.000|20110111170209.000|CC1|SHE'STILL FOLWING SIMPLE        
20110111170209.000|20110111170209.000|CC1|COMMANDS.                       
20110111170209.000|20110111170211.000|CC1|WE'VE BEEN ABLE TO BACK OFFON   
