TOP|20101201140002|2010-12-01_1400_US_KTTV-FOX_Morning_News_at_6AM
COL|Communication Studies Archive, UCLA 
UID|4acd782e-fd53-11df-b6b5-00e0815fe86c
DUR|0:59:54.03
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-01 06:00 America/Los_Angeles
SEG_01|2014-02-14 18:16:33|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20101201140007.000|20101201140210.000|SEG|Type=Story
20101201140007.000|20101201140008.250|CCO|BEGINS RIGHT NOW.  
20101201140008.250|20101201140009.500|CCO|>> WELCOME TO THE FOX 11 
20101201140009.500|20101201140010.750|CCO|MORNING NEWS AT 6:00. 
20101201140010.750|20101201140012.000|CCO|I'M TONY MCEWING. 
20101201140012.000|20101201140015.333|CCO|>> I'M LISA BRECKENRIDGE FOR 
20101201140015.333|20101201140018.667|CCO|JEAN MARTIREZ. 
20101201140018.667|20101201140022.000|CCO|IT'S THE FIRST DAY OF DECEMBER. 
20101201140022.000|20101201140023.667|CCO|RICK DICKERT HAS BEEN TELLING 
20101201140023.667|20101201140025.333|CCO|US HANUKKAH BEGINS TONIGHT. 
20101201140025.333|20101201140027.000|CCO|>> 4:44 P.M. 
20101201140027.000|20101201140028.667|CCO|YES, HAPPY HANUKKAH, HAPPY 
20101201140028.667|20101201140030.333|CCO|WEDNESDAY, HAPPY DECEMBER. 
20101201140030.333|20101201140032.000|CCO|WE START OUT DECEMBER A LITTLE 
20101201140032.000|20101201140033.667|CCO|MILDER. 
20101201140033.667|20101201140035.333|CCO|YESTERDAY WE CLOSED OUT 
20101201140035.333|20101201140037.000|CCO|NOVEMBER WITH A HIGH 
20101201140037.000|20101201140038.667|CCO|TEMPERATURE IN DOWNTOWN LOS 
20101201140038.667|20101201140040.333|CCO|ANGELES OF JUST 67 DEGREES. 
20101201140040.333|20101201140042.000|CCO|THAT WAS THE 15th DAY IN A ROW 
20101201140042.000|20101201140043.429|CCO|WITH A BELOW AVERAGE HIGH 
20101201140043.429|20101201140044.857|CCO|TEMPERATURE IN DOWNTOWN L.A. 
20101201140044.857|20101201140046.286|CCO|TODAY WE'RE FORECASTING A NICE 
20101201140046.286|20101201140047.714|CCO|MILD SUNNY DAY, 71 DEGREES. 
20101201140047.714|20101201140049.143|CCO|LOOKING LIVE AT BIG BEAR, IT 
20101201140049.143|20101201140050.571|CCO|HAS BEEN COLD AND DRY UP THERE 
20101201140050.571|20101201140052.000|CCO|DURING THE MORNINGS. 
20101201140052.000|20101201140054.500|CCO|THEY HAVE BEEN MAKING A LOT OF 
20101201140054.500|20101201140057.000|CCO|SNOW. 
20101201140057.000|20101201140059.500|CCO|GREAT EARLY SEASON BOARDING AND 
20101201140059.500|20101201140102.000|CCO|SKIING IN MANY LOCAL RESORTS. 
20101201140102.000|20101201140103.111|CCO|SUNRISE THIS MORNING AT 6:40, A 
20101201140103.111|20101201140104.222|CCO|CHILLY START. 
20101201140104.222|20101201140105.333|CCO|TEMPERATURES IN THE 30s AND 
20101201140105.333|20101201140106.444|CCO|FOURS. 
20101201140106.444|20101201140107.556|CCO|LAST HOUR DOWNTOWN L.A. 
20101201140107.556|20101201140108.667|CCO|WITH A MILD 52. 
20101201140108.667|20101201140109.778|CCO|COMPARE THAT WITH YESTERDAY 
20101201140109.778|20101201140110.889|CCO|MORNING BOTTOMING OUT AT 39 
20101201140110.889|20101201140112.000|CCO|DEGREES. 
20101201140112.000|20101201140113.667|CCO|NOT A RECORD, THE OLD RECORD 
20101201140113.667|20101201140115.333|CCO|WAS 37 SET IN 1906 BUT IT WAS 
20101201140115.333|20101201140117.000|CCO|WARMER THAN WASHINGTON, D.C.'S 
20101201140117.000|20101201140118.667|CCO|OVERNIGHT LOW YESTERDAY. 
20101201140118.667|20101201140120.333|CCO|THAT WAS 48 DEGREES. 
20101201140120.333|20101201140122.000|CCO|VERY NICE CONDITIONS OVER THE 
20101201140122.000|20101201140123.429|CCO|NEXT COUPLE DAYS, HIGH PRESSURE 
20101201140123.429|20101201140124.857|CCO|IN CONTROL, OFFSHORE LOW LEVEL 
20101201140124.857|20101201140126.286|CCO|FLOW, TEMPERATURES IN THE LOW 
20101201140126.286|20101201140127.714|CCO|70s THROUGH FRIDAY FOR DOWNTOWN 
20101201140127.714|20101201140129.143|CCO|L.A. 
20101201140129.143|20101201140130.571|CCO|SATURDAY CLOUDS AND COOLER. 
20101201140130.571|20101201140132.000|CCO|NOW WE'RE GOING TO SAY RAIN 
20101201140132.000|20101201140133.429|CCO|POSSIBLY ON SUNDAY AND MONDAY. 
20101201140133.429|20101201140134.857|CCO|DEFINITELY CLOUDS, BREEZY AND 
20101201140134.857|20101201140136.286|CCO|COOLER WEATHER. 
20101201140136.286|20101201140137.714|CCO|TRAFFIC-WISE ON THIS HUMP DAY 
20101201140137.714|20101201140139.143|CCO|WEDNESDAY, PRETTY QUIET. 
20101201140139.143|20101201140140.571|CCO|NO MAJOR CRASHES OR SIG ALERTS. 
20101201140140.571|20101201140142.000|CCO|WE'LL CHECK OUT A COUPLE 
20101201140142.000|20101201140144.500|CCO|CAMERAS, THE FIRST ONE, THIS IS 
20101201140144.500|20101201140147.000|CCO|THE 5 AT THE 605 FREEWAY, THE 
20101201140147.000|20101201140149.500|CCO|NORTHBOUND SIDE, LOOKING BUSIER 
20101201140149.500|20101201140152.000|CCO|BUT NOTHING IN LANES. 
20101201140152.000|20101201140154.000|CCO|WE'LL FINISH OFF WITH THE 
