TOP|20101201010001|2010-12-01_0100_US_KMEX_Primer_Impacto
COL|Communication Studies Archive, UCLA 
UID|535355d0-fce6-11df-b9fb-00e0815ffae2
DUR|0:59:55.02
VID|640x480
CMT|
LAN|SPA
LBT|2010-11-30 17:00 America/Los_Angeles
SEG_01|2014-06-18 17:25:58|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101201010011.000|20101201010219.333|SEG|Type=Story
20101201010011.000|20101201010017.667|SEG_01|Type=Commercial
20101201010011.000|20101201010014.333|CCO|ION
20101201010014.333|20101201010017.667|CCO|.
20101201010017.667|20101201010021.000|SEG_01|Type=Story start
20101201010017.667|20101201010021.000|CCO|>> Hoy en "Primer Impacto."
20101201010021.000|20101201010023.500|CCO|>> Uno asaltante abren fuego en 
20101201010023.500|20101201010026.000|CCO|twlooenld blanco es la cara de 
20101201010026.000|20101201010028.500|CCO|un empleada.
20101201010028.500|20101201010031.000|CCO|>> Y tras un jugada un 
20101201010031.000|20101201010033.000|CCO|fanaticada del fútbol se cae de 
20101201010033.000|20101201010035.000|CCO|las gradas.
20101201010035.000|20101201010037.000|CCO|>> Y intentan rescatar a un niño
20101201010037.000|20101201010039.000|CCO|que está atascado en una 
20101201010039.000|20101201010041.000|CCO|lavadora.
20101201010041.000|20101201010043.000|CCO|>> Asesinan a uno de altos 
20101201010043.000|20101201010045.000|CCO|oficiales de la policía y hayan 
20101201010045.000|20101201010047.000|CCO|fosa clandestina repleta de 
20101201010047.000|20101201010049.000|CCO|cadáveres.
20101201010049.000|20101201010051.000|CCO|>> Tenemos el testimonio del 
20101201010051.000|20101201010054.333|CCO|cliente de licorería que fue 
20101201010054.333|20101201010057.667|CCO|atacado a Martes wlasz.
20101201010057.667|20101201010101.000|CCO|>> Y Elvis Crespo besa en la 
20101201010101.000|20101201010103.000|CCO|Boca a un actor y se roba el 
20101201010103.000|20101201010105.000|CCO|espectáculo.
20101201010105.000|20101201010107.000|CCO|>> Madonna imparte clase de yoga
20101201010107.000|20101201010109.000|CCO|y baile en la ciudad de México. 
20101201010109.000|20101201010111.000|CCO|Verán por qué.
20101201010111.000|20101201010113.500|CCO|>> Y tenemos imágenes de Ricky 
20101201010113.500|20101201010116.000|CCO|Martin paseando a sus gemelos 
20101201010116.000|20101201010118.500|CCO|presuntamente acompañado del 
20101201010118.500|20101201010121.000|CCO|hombre que le flechó el corazón.
20101201010121.000|20101201010124.333|CCO|Esto y más ahora mismo en 
20101201010124.333|20101201010127.667|CCO|"Primer Impacto."
20101201010127.667|20101201010131.000|CCO|>> Toman a niña como rehén en 
20101201010131.000|20101201010133.000|CCO|medio de un asalto, luego se 
20101201010133.000|20101201010135.000|CCO|traba la caja regreso otroraed y
20101201010135.000|20101201010137.000|CCO|los ladrones arremeten contra la
20101201010137.000|20101201010139.000|CCO|empleada con un disparo en el 
20101201010139.000|20101201010141.000|CCO|rostro.
20101201010141.000|20101201010142.667|CCO|>> Amigos como están soy 
20101201010142.667|20101201010144.333|CCO|Verónica bienvenidos a "Primer 
20101201010144.333|20101201010146.000|CCO|Impacto."
20101201010146.000|20101201010147.667|CCO|>> Y soy Ilia Calderón gracias 
20101201010147.667|20101201010149.333|CCO|por estar con nosotros.
20101201010149.333|20101201010151.000|CCO|>> Y una joven cajera está viva 
20101201010151.000|20101201010152.667|CCO|de milagro tras uns a saltoed 
20101201010152.667|20101201010154.333|CCO|cuenta la experiencia pero se 
20101201010154.333|20101201010156.000|CCO|negó a mostrar el rostro.
20101201010156.000|20101201010157.667|CCO|>> Y desde Colombia los 
20101201010157.667|20101201010159.333|CCO|detalles.
20101201010159.333|20101201010201.000|CCO|>> Adelante.
20101201010201.000|20101201010204.333|CCO|>> Este es el momento en que la 
20101201010204.333|20101201010207.667|CCO|cajera recibe el tiro a menos de
20101201010207.667|20101201010211.000|CCO|50 centímetros del rostro el 
20101201010211.000|20101201010212.667|CCO|impacto la tiro al suelo y le 
20101201010212.667|20101201010214.333|CCO|atrevesó el rostro.
20101201010214.333|20101201010216.000|CCO|>> Me dicen que fue como un 
20101201010216.000|20101201010217.667|CCO|milagro porque no tumbo ni un 
20101201010217.667|20101201010219.333|CCO|diente. 
20101201010219.333|20101201010241.000|SEG|Type=Story
20101201010219.333|20101201010221.000|CCO|>>>La víctima recuerda que 
20101201010221.000|20101201010224.333|CCO|entraron al mini mercado y uno 
20101201010224.333|20101201010227.667|CCO|de ellos sacó un arma y dijo que
20101201010227.667|20101201010231.000|CCO|era un asalto tomó como rehén ae
20101201010231.000|20101201010233.000|CCO|este niño, y luego se dirigió a 
20101201010233.000|20101201010235.000|CCO|la víctima.
20101201010235.000|20101201010237.000|CCO|>> En ese momento la caja se 
20101201010237.000|20101201010239.000|CCO|bloqueó mi jefa estaba al lado y
20101201010239.000|20101201010241.000|CCO|no pudimos abrirla. 
20101201010241.000|20101201010308.500|SEG|Type=Story
20101201010241.000|20101201010243.000|CCO|>>>La demora impacientó a 
20101201010243.000|20101201010245.000|CCO|delincuentes y uno golpea aúna 
20101201010245.000|20101201010247.000|CCO|di pendiente.
20101201010247.000|20101201010249.000|CCO|>> Solo me dijo abra la caja y 
20101201010249.000|20101201010251.000|CCO|abra la caja.
20101201010251.000|20101201010253.000|CCO|>> Y luego vino lo peor, el 
20101201010253.000|20101201010255.000|CCO|disparo. 
20101201010255.000|20101201010257.000|CCO|Los minutos que le siguieron 
20101201010257.000|20101201010259.000|CCO|fueron de pánico absoluto, la 
20101201010259.000|20101201010301.000|CCO|cajera quedó en el piso.
20101201010301.000|20101201010303.500|CCO|>> Cuando empezó a salir sangre 
20101201010303.500|20101201010306.000|CCO|me tocaba y me salía sangre 
20101201010306.000|20101201010308.500|CCO|pensé que me iba a morir. 
20101201010308.500|20101201012239.333|SEG|Type=Story
20101201010308.500|20101201010311.000|CCO|>>>La policía llegó minutos 
20101201010311.000|20101201010313.500|CCO|después pero huyeron los 
20101201010313.500|20101201010316.000|CCO|delincuentes, fueron capturados 
20101201010316.000|20101201010318.500|CCO|dos meses después gracias al 
20101201010318.500|20101201010321.000|CCO|video de seguridad.
20101201010321.000|20101201010324.333|CCO|>> Salvarse de un tiro es 
20101201010324.333|20101201010327.667|CCO|terrible, pero pues yo digo que 
20101201010327.667|20101201010331.000|CCO|los tipos no tenían o un para 
20101201010331.000|20101201010333.000|CCO|hacer lo que hicieron.
20101201010333.000|20101201010335.000|CCO|>> Los delicuentes fueron 
20101201010335.000|20101201010337.000|CCO|llevados a una prisión de 
20101201010337.000|20101201010339.000|CCO|mediana seguridad la fiscalía si
20101201010339.000|20101201010341.000|CCO|está vínculo además a otros 
20101201010341.000|20101201010343.000|CCO|asaltos, desde Bogotá Colombia 
20101201010343.000|20101201010345.000|CCO|Adriana, Univisión.
20101201010345.000|20101201010347.000|CCO|>> Gracias Adriana y un abuso 
20101201010347.000|20101201010349.000|CCO|dento paralizó partido de fútbol
20101201010349.000|20101201010351.000|CCO|en Arizona, en mediase provocó 
20101201010351.000|20101201010353.000|CCO|la jugada de uno de los atletas 
20101201010353.000|20101201010355.000|CCO|un adolescente cayó de cabeza de
20101201010355.000|20101201010357.000|CCO|las gradas, causó conmoción pero
20101201010357.000|20101201010359.000|CCO|por fortuna el joven salió 
20101201010359.000|20101201010401.000|CCO|ileso.
20101201010401.000|20101201010403.500|CCO|>> Y una travesura casi le 
20101201010403.500|20101201010406.000|CCO|cuesta la vida un niño que se 
20101201010406.000|20101201010408.500|CCO|quedó atrapada en una lavadora, 
20101201010408.500|20101201010411.000|CCO|fue batalla contra reloj el 
20101201010411.000|20101201010412.667|CCO|rescate.
20101201010412.667|20101201010414.333|CCO|>> Cada minuto cuenta para el 
20101201010414.333|20101201010416.000|CCO|pequeño que tiene el cuerpo 
20101201010416.000|20101201010417.667|CCO|atascado y sin poderse moverse 
20101201010417.667|20101201010419.333|CCO|asma la cabeza con el temor en 
20101201010419.333|20101201010421.000|CCO|el rostro, y tras varios 
20101201010421.000|20101201010424.333|CCO|fallidos tintos de lib rarl para
20101201010424.333|20101201010427.667|CCO|para tu nos caerlo dolor, 
20101201010427.667|20101201010431.000|CCO|deciden arrancar el tambor y 
20101201010431.000|20101201010434.333|CCO|sacarlo, una vez en el suelo lo 
20101201010434.333|20101201010437.667|CCO|cortan con una sierra eléctrica.
20101201010437.667|20101201010441.000|CCO|Poco a poco lo liberan de la 
20101201010441.000|20101201010442.667|CCO|trampa y cuando logran sacar las
20101201010442.667|20101201010444.333|CCO|piernas se lo entregan a la 
20101201010444.333|20101201010446.000|CCO|madre que lo reciberico besos y 
20101201010446.000|20101201010447.667|CCO|lo estrecho fuertemente en sus 
20101201010447.667|20101201010449.333|CCO|brazos.
20101201010449.333|20101201010451.000|CCO|>> Tres socorristas participaron
20101201010451.000|20101201010453.000|CCO|en el rescate que afrt 
20101201010453.000|20101201010455.000|CCO|natoedmente tuvo un final feliz,
20101201010455.000|20101201010457.000|CCO|para recibir estas noticias 
20101201010457.000|20101201010459.000|CCO|suscribo se a video desde el 
20101201010459.000|20101201010501.000|CCO|móvil enviando la palabra 
20101201010501.000|20101201010503.500|CCO|impacto al 76225.
20101201010503.500|20101201010506.000|CCO|>> En más información del día 
20101201010506.000|20101201010508.500|CCO|vamos a México por que el 
20101201010508.500|20101201010511.000|CCO|ejército sigue descu abriendo 
20101201010511.000|20101201010513.500|CCO|cadáveres ocultos, y también fue
20101201010513.500|20101201010516.000|CCO|asesinada la primera mujer al 
20101201010516.000|20101201010518.500|CCO|mando de la policía en un 
20101201010518.500|20101201010521.000|CCO|municipio de Chihuahua que 
20101201010521.000|20101201010523.000|CCO|lamentable noto fue la única, 
20101201010523.000|20101201010525.000|CCO|león fel nos amplía la situación
20101201010525.000|20101201010527.000|CCO|hoy.
20101201010527.000|20101201010529.000|CCO|>> Así es, y ante la su esencia 
20101201010529.000|20101201010531.000|CCO|de hombre que se postularon para
20101201010531.000|20101201010533.500|CCO|el cargo varias mujer se han 
20101201010533.500|20101201010536.000|CCO|puesto los pantalones y han 
20101201010536.000|20101201010538.500|CCO|asumido los municipios pero la 
20101201010538.500|20101201010541.000|CCO|primera de ellas fue asesinada y
20101201010541.000|20101201010543.500|CCO|hace solo unas horasaron a otra 
20101201010543.500|20101201010546.000|CCO|en Sinaloa, y el encuentro de un
20101201010546.000|20101201010548.500|CCO|cementerio clandestino en ciudad
20101201010548.500|20101201010551.000|CCO|Juárez.
20101201010551.000|20101201010552.667|CCO|>> Los militares tomentaron un 
20101201010552.667|20101201010554.333|CCO|seno quer que los pondría de 
20101201010554.333|20101201010556.000|CCO|cara con la muerte tras detener 
20101201010556.000|20101201010557.667|CCO|a un criminal le confesó que 
20101201010557.667|20101201010559.333|CCO|personas fueron asesinadas y 
20101201010559.333|20101201010601.000|CCO|enterrados en el rancho el 
20101201010601.000|20101201010603.500|CCO|capricho, parecía estar en medio
20101201010603.500|20101201010606.000|CCO|de la nada. 
20101201010606.000|20101201010608.500|CCO|Pero los lanles les marcaron el 
20101201010608.500|20101201010611.000|CCO|lugar del hallazgo.
20101201010611.000|20101201010613.000|CCO|>> Encontramos un total de 20 
20101201010613.000|20101201010615.000|CCO|osamenta, en un total de 12 
20101201010615.000|20101201010617.000|CCO|fosas.
20101201010617.000|20101201010619.000|CCO|>> El equipo de médicos decente 
20101201010619.000|20101201010621.000|CCO|erró 19 cadáveres, y tenía mucho
20101201010621.000|20101201010622.667|CCO|tiempo que no se sabía de ellos.
20101201010622.667|20101201010624.333|CCO|Aproximadamente de 8, 12 meses 
20101201010624.333|20101201010626.000|CCO|con excepción de dos de ellos 
20101201010626.000|20101201010627.667|CCO|que tenían dos tres mes de 
20101201010627.667|20101201010629.333|CCO|haber fallecido.
20101201010629.333|20101201010631.000|CCO|>> Los llevaron ja rezo para 
20101201010631.000|20101201010633.500|CCO|para investigar su identidad. 
20101201010633.500|20101201010636.000|CCO|Otra tragedia también muy 
20101201010636.000|20101201010638.500|CCO|Chihuahua cobró la vida de la 
20101201010638.500|20101201010641.000|CCO|primera jefa de policía. 
20101201010641.000|20101201010642.667|CCO|Tenía solo medio y medio en el 
20101201010642.667|20101201010644.333|CCO|cargo. 
20101201010644.333|20101201010646.000|CCO|Y en camino al trabajo pistolero
20101201010646.000|20101201010647.667|CCO|la emboscaron y descargaron sus 
20101201010647.667|20101201010649.333|CCO|armas contra ellas. 
20101201010649.333|20101201010651.000|CCO|Su ejemplo lo siguieron Marisol 
20101201010651.000|20101201010653.500|CCO|que con 20 años asumió el mismo 
20101201010653.500|20101201010656.000|CCO|cargo. 
20101201010656.000|20101201010658.500|CCO|Y la comisaría y ol cambia 
20101201010658.500|20101201010701.000|CCO|Herrera encargada de la ser de 
20101201010701.000|20101201010703.500|CCO|todas en el estado de chiguagua.
20101201010703.500|20101201010706.000|CCO|>> El que también reportó 
20101201010706.000|20101201010708.500|CCO|amenazas fue el secretario de 
20101201010708.500|20101201010711.000|CCO|seguridad pública de Michoacán 
20101201010711.000|20101201010713.500|CCO|es el asesor a quién en abril 
20101201010713.500|20101201010716.000|CCO|atacaron con 10 granadas y 
20101201010716.000|20101201010718.500|CCO|disparos y logró sobrevir 
20101201010718.500|20101201010721.000|CCO|después renunció.
20101201010721.000|20101201010723.000|CCO|>> A solo una horas del 
20101201010723.000|20101201010725.000|CCO|asesinato de la señora mataron a
20101201010725.000|20101201010727.000|CCO|María titular del departamento 
20101201010727.000|20101201010729.000|CCO|de averiguarciones previas de la
20101201010729.000|20101201010731.000|CCO|procuraduría de Sinaloa, y el 
20101201010731.000|20101201010732.667|CCO|Presidente acaba aprobar ley que
20101201010732.667|20101201010734.333|CCO|endo ru ce e penas que po crían 
20101201010734.333|20101201010736.000|CCO|alcanzar años en prisión si la 
20101201010736.000|20101201010737.667|CCO|víctima muere.
20101201010737.667|20101201010739.333|CCO|>> Y en otras noticias tres 
20101201010739.333|20101201010741.000|CCO|agente de las procuraduría 
20101201010741.000|20101201010743.000|CCO|general de la república fueron 
20101201010743.000|20101201010745.000|CCO|acribillados a balazos mientras 
20101201010745.000|20101201010747.000|CCO|iban abordo de un auto, 
20101201010747.000|20101201010749.000|CCO|disparon desde una camioneta 
20101201010749.000|20101201010751.000|CCO|que dejaron abandonada cuando se
20101201010751.000|20101201010753.500|CCO|decidieron a la se desconoce qué
20101201010753.500|20101201010756.000|CCO|grupo dlectivo está detrás de 
20101201010756.000|20101201010758.500|CCO|estas ejecuciones.
20101201010758.500|20101201010801.000|CCO|>> Y de cara a la justicia está 
20101201010801.000|20101201010803.500|CCO|José Alfredo el flaco presunto 
20101201010803.500|20101201010806.000|CCO|jefe del cartel de la familia 
20101201010806.000|20101201010808.500|CCO|Michoacán, fue quet nido al 
20101201010808.500|20101201010811.000|CCO|segundo en dicha ciudad el chino
20101201010811.000|20101201010813.000|CCO|y otros dos cómplices, en su 
20101201010813.000|20101201010815.000|CCO|poder hallaron documentos 
20101201010815.000|20101201010817.000|CCO|vinculados a extorsiónes que 
20101201010817.000|20101201010819.000|CCO|hacían estos acusados de 
20101201010819.000|20101201010821.000|CCO|narcotráfico, por ahora es todo 
20101201010821.000|20101201010822.429|CCO|desde México, regreso cono i 
20101201010822.429|20101201010823.857|CCO|lía.
20101201010823.857|20101201010825.286|CCO|>> Gracias por toda.
20101201010825.286|20101201010826.714|CCO|>> Y violencia en Italia cuando 
20101201010826.714|20101201010828.143|CCO|miles de estudiante se en 
20101201010828.143|20101201010829.571|CCO|frentearon a la policía en 
20101201010829.571|20101201010831.000|CCO|protesta. 
20101201010831.000|20101201010833.000|CCO|Los jóvenes intentaron llegar a 
20101201010833.000|20101201010835.000|CCO|la sede del par miento y 
20101201010835.000|20101201010837.000|CCO|volcaron un autobús para para 
20101201010837.000|20101201010839.000|CCO|cerrar el paso, entre otros 
20101201010839.000|20101201010841.000|CCO|países como Gran Bretaña también
20101201010841.000|20101201010842.667|CCO|ha habido demos tragsz debido a 
20101201010842.667|20101201010844.333|CCO|rekoertsz de presupuesto en la 
20101201010844.333|20101201010846.000|CCO|educación.
20101201010846.000|20101201010847.667|CCO|>>.
20101201010847.667|20101201010849.333|CCO|>> Y una balacera hizo correr 
20101201010849.333|20101201010851.000|CCO|sangre en funeraria en Missouri 
20101201010851.000|20101201010852.667|CCO|dos hombres murieron tras ser 
20101201010852.667|20101201010854.333|CCO|atacados en un velorio y otros 
20101201010854.333|20101201010856.000|CCO|dos resultaron heridos y 
20101201010856.000|20101201010857.667|CCO|autoridades investigan el 
20101201010857.667|20101201010859.333|CCO|sangriento ataque.
20101201010859.333|20101201010901.000|CCO|>>.
20101201010901.000|20101201010902.429|CCO|>> Y otra balance lera dejó 
20101201010902.429|20101201010903.857|CCO|cuatro muertos también en 
20101201010903.857|20101201010905.286|CCO|Missouri un pistolero abrió 
20101201010905.286|20101201010906.714|CCO|fuego contra tres persona en su 
20101201010906.714|20101201010908.143|CCO|un departamento al parecer en 
20101201010908.143|20101201010909.571|CCO|medio de una disputa doméstica y
20101201010909.571|20101201010911.000|CCO|después se quitó la vida en un 
20101201010911.000|20101201010912.667|CCO|bosque ceroing a un al edificio,
20101201010912.667|20101201010914.333|CCO|una de las víctimas es una mujer
20101201010914.333|20101201010916.000|CCO|que logró llegar al 
20101201010916.000|20101201010917.667|CCO|estacionamiento más her wlird 
20101201010917.667|20101201010919.333|CCO|fue llevado a un hospital dónde 
20101201010919.333|20101201010921.000|CCO|perdió la vida.
20101201010921.000|20101201010922.667|CCO|>> Verónica desgarrador 
20101201010922.667|20101201010924.333|CCO|testimonio de madre cuya hija tu
20101201010924.333|20101201010926.000|CCO|no asesinada en Perú. 
20101201010926.000|20101201010927.667|CCO|No se explica porque autoridades
20101201010927.667|20101201010929.333|CCO|tardaron más de tres mes en 
20101201010929.333|20101201010931.000|CCO|descubrir el crimen.
20101201010931.000|20101201010933.000|CCO|>> Así es, y aquí está Sascha 
20101201010933.000|20101201010935.000|CCO|para contarnos el to de la 
20101201010935.000|20101201010937.000|CCO|historia.
20101201010937.000|20101201010939.000|CCO|>> Que minuto buenas tardes.
20101201010939.000|20101201010941.000|CCO|>> Y pues le ken to que la madre
20101201010941.000|20101201010943.000|CCO|de la víctima aún no puede creer
20101201010943.000|20101201010945.000|CCO|que su hija haya salido del 
20101201010945.000|20101201010947.000|CCO|penal, y todo parece indican kr 
20101201010947.000|20101201010949.000|CCO|la joven fue sed nata el mismo 
20101201010949.000|20101201010951.000|CCO|día en que tenía planeado 
20101201010951.000|20101201010952.667|CCO|termino lugar relación con el 
20101201010952.667|20101201010954.333|CCO|criminal.
20101201010954.333|20101201010956.000|CCO|>> No puedo creer que alguien 
20101201010956.000|20101201010957.667|CCO|tenga tanta maldad en su 
20101201010957.667|20101201010959.333|CCO|corazón. 
20101201010959.333|20101201011001.000|CCO|Para hacer esto.
20101201011001.000|20101201011003.500|CCO|>> Incru dela está violeta ante 
20101201011003.500|20101201011006.000|CCO|la forma en que el novio de su 
20101201011006.000|20101201011008.500|CCO|hija lo necesario no el hombre 
20101201011008.500|20101201011011.000|CCO|la habría ahorcado kwloond 
20101201011011.000|20101201011013.500|CCO|visitaba por un ataque de celos.
20101201011013.500|20101201011016.000|CCO|>> Por qué le quita la vida a 
20101201011016.000|20101201011018.500|CCO|una joven que podría tener un 
20101201011018.500|20101201011021.000|CCO|futuro mejor, por qué?.
20101201011021.000|20101201011023.500|CCO|>> Las ver wasz dicen que el 
20101201011023.500|20101201011026.000|CCO|muchacho mató a lugar pareja el 
20101201011026.000|20101201011028.500|CCO|28 de Agosto, ocultó el cuerpo 
20101201011028.500|20101201011031.000|CCO|con cemento detrás de una banca 
20101201011031.000|20101201011034.333|CCO|en su celda y con mayor de los 
20101201011034.333|20101201011037.667|CCO|cinismos se mostró consternado 
20101201011037.667|20101201011041.000|CCO|con la madre de la víctima.
20101201011041.000|20101201011043.500|CCO|>> Me dijo señora sabe algo? 
20101201011043.500|20101201011046.000|CCO|Nada, no sé nada lé dije, y me 
20101201011046.000|20101201011048.500|CCO|dijo yo tampoco, que no ha oído 
20101201011048.500|20101201011051.000|CCO|no te ha llamado, nada, señora.
20101201011051.000|20101201011052.667|CCO|>> Nadie supo durante más de 
20101201011052.667|20101201011054.333|CCO|tres mes fue hasta que su 
20101201011054.333|20101201011056.000|CCO|cuerpo se comenzó a disponer que
20101201011056.000|20101201011057.667|CCO|autoridades en la cárcel lo 
20101201011057.667|20101201011059.333|CCO|descubrieron.
20101201011059.333|20101201011101.000|CCO|>> Toda mi vida le dije que no 
20101201011101.000|20101201011104.333|CCO|va a sacar bueno de ese hombre. 
20101201011104.333|20101201011107.667|CCO|Es un hombre delincuente.
20101201011107.667|20101201011111.000|CCO|>> En el presidió hay 8.000 reos
20101201011111.000|20101201011113.500|CCO|y las visitas son donantes todo 
20101201011113.500|20101201011116.000|CCO|visitante debe registrar su 
20101201011116.000|20101201011118.500|CCO|nombre ante de entrar y recibe 
20101201011118.500|20101201011121.000|CCO|ficha de metal que debe devolver
20101201011121.000|20101201011123.000|CCO|al salir, en el caso de leslie 
20101201011123.000|20101201011125.000|CCO|es evidente que el sistema 
