TOP|20101201070001|2010-12-01_0700_US_KCET_Tavis_Smiley
COL|Communication Studies Archive, UCLA 
UID|9e24dcfa-fd18-11df-982d-00e0815fe83e
DUR|0:29:54.04
VID|640x480
CMT|
LAN|ENG
LBT|2010-11-30 23:00 America/Los_Angeles
SEG_01|2014-06-18 17:26:52|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101201070021.000|20101201072955.000|SEG|Type=Story
20101201070021.000|20101201070026.000|CCO|v,Ñ?
20101201070026.000|20101201070031.000|CCO|TAVIS:
20101201070031.000|20101201070034.333|CCO|EVENING FROM LOS ANGELES.
20101201070034.333|20101201070037.667|CCO|TODAY WE TALK TO NATALIE COLE.
20101201070037.667|20101201070041.000|CCO|SHE IS OUT WITH THE NEW BOOK
20101201070041.000|20101201070046.000|CCO|CALLED "LOVE BROUGHT ME BACK.
20101201070046.000|20101201070051.000|CCO|SHE IS HEADLINING A SPECIAL
20101201070051.000|20101201070053.000|CCO|CONCERT AT LOS ANGELES DISNEY
20101201070053.000|20101201070055.000|CCO|HALL.
20101201070055.000|20101201070057.000|CCO|>> ALL I KNOW IS HIS NAME IS
20101201070057.000|20101201070059.000|CCO|JAMES AND HE NEEDS EXTRA HELP
20101201070059.000|20101201070101.000|CCO|WITH HIS READING.
20101201070101.000|20101201070103.500|CCO|>> I AM JAMES.
20101201070103.500|20101201070106.000|CCO|>> TO EVERYONE MAKING A
20101201070106.000|20101201070108.500|CCO|DIFFERENCE, YOU HELP US ALL
20101201070108.500|20101201070111.000|CCO|LIVES BETTER.
20101201070111.000|20101201070114.333|CCO|>> NATIONWIDE SUPPORTS TAVIS
20101201070114.333|20101201070117.667|CCO|SMILEY.
20101201070117.667|20101201070121.000|CCO|WE ARE PROUD TO HELP REMOVE
20101201070121.000|20101201070123.500|CCO|ECONOMIC ILLITERACY.
20101201070123.500|20101201070126.000|CCO|NATIONWIDE IS ON YOUR SIDE.
20101201070126.000|20101201070128.500|CCO|>> AND FROM CONTRIBUTIONS FROM
20101201070128.500|20101201070131.000|CCO|VIEWERS LIKE YOU.
20101201070131.000|20101201070151.000|SEG_01|Type=Commercial
20101201070131.000|20101201070136.000|CCO|[CAPTIONING MADE POSSIBLE BY
20101201070136.000|20101201070141.000|CCO|KCET PUBLIC TELEVISION]
20101201070141.000|20101201070144.333|CCO|CAPTIONED BY THE
20101201070144.333|20101201070147.667|CCO|NATIONAL CAPTIONING INSTITUTE
20101201070147.667|20101201070151.000|CCO|--WWW.NCICAP.ORG--
20101201070151.000|20101201070153.500|SEG_01|Type=Story start
20101201070151.000|20101201070153.500|CCO|>> ALWAYS PLEASED TO WELCOME
20101201070153.500|20101201070156.000|CCO|NATALIE COLE.
20101201070156.000|20101201070158.500|CCO|SHE HAS BEEN PERFORMING SINCE
20101201070158.500|20101201070211.000|CCO|SHE WAS A BABY.
20101201070211.000|20101201070213.500|CCO|NATALIE DEBUTS AT DISNEY HALL.
20101201070213.500|20101201070216.000|CCO|SHE IS OUT WITH A NEW BOOK
20101201070216.000|20101201070218.500|CCO|ABOUT THE DEFENSE OF THE LAST
20101201070218.500|20101201070221.000|CCO|FEW YEARS INCLUDING A KIDNEY
20101201070221.000|20101201070222.667|CCO|TRANSPLANT -- THE EVENTS OF THE
20101201070222.667|20101201070224.333|CCO|LAST FEW YEARS, INCLUDING A
20101201070224.333|20101201070226.000|CCO|KIDNEY TRANSPLANT AND THE DEATH
20101201070226.000|20101201070227.667|CCO|OF HER SISTER.
20101201070227.667|20101201070229.333|CCO|IT IS NICE TO SEE YOU.
20101201070229.333|20101201070231.000|CCO|>> THANK YOU.
20101201070231.000|20101201070234.333|CCO|TAVIS: CHRIS STARTED PLAYING
20101201070234.333|20101201070237.667|CCO|REALLY HARD WHEN YOU LEFT.
20101201070237.667|20101201070241.000|CCO|YOU LOOK GREAT AS YOU ALWAYS DO.
20101201070241.000|20101201070246.000|CCO|WHEN YOU WERE HERE LAST TIME, I
20101201070246.000|20101201070251.000|CCO|RECALL SAYING TO MYSELF, I HOPE
20101201070251.000|20101201070253.500|CCO|I GET A CHANCE TO SEE YOU.
20101201070253.500|20101201070256.000|CCO|I AM THRILLED.
20101201070256.000|20101201070258.500|CCO|>> I WOULD SAY GODS STILL HAS
20101201070258.500|20101201070301.000|CCO|SOME STUFF FOR ME TO DO.
20101201070301.000|20101201070303.500|CCO|I DID NOT KNOW I WAS THAT
20101201070303.500|20101201070306.000|CCO|CLOSE.
20101201070306.000|20101201070308.500|CCO|>> HOW CLOSE WERE YOU?
20101201070308.500|20101201070311.000|CCO|>> MAYBE 8%.
20101201070311.000|20101201070314.333|CCO|MY KIDNEY FUNCTION HAVE LESS
20101201070314.333|20101201070317.667|CCO|THAN 8% LEFT.
20101201070317.667|20101201070321.000|CCO|THAT IS HOW CLOSE.
20101201070321.000|20101201070331.000|CCO|TAVIS: FIRST OF ALL, THE TITLE.
20101201070331.000|20101201070333.000|CCO|I LOVE ME SOME D J ROGERS, AND
20101201070333.000|20101201070335.000|CCO|ONE OF MY FAVORITE SONGS IS
20101201070335.000|20101201070337.000|CCO|"LOVE BROUGHT ME BACK."
20101201070337.000|20101201070339.000|CCO|>> I WAS IN NEW YORK, AND I
20101201070339.000|20101201070341.000|CCO|HEARD THAT, AND I THOUGHT, THAT
20101201070341.000|20101201070346.000|CCO|IS THE TITLE OF MY BOOK.
20101201070346.000|20101201070351.000|CCO|IT MAKES SENSE.
20101201070351.000|20101201070356.000|CCO|WHEN YOU LOOK BACK AT CERTAIN
20101201070356.000|20101201070401.000|CCO|THINGS, YOU CAN ASK YOURSELF HOW
20101201070401.000|20101201070406.000|CCO|DO I GET THROUGH THIS.
20101201070406.000|20101201070411.000|CCO|PLAYERS GOT ME THROUGH THIS.
20101201070411.000|20101201070414.333|CCO|>> YOU DID A COVER, "SAY YOU
20101201070414.333|20101201070417.667|CCO|LOVE ME."
20101201070417.667|20101201070421.000|CCO|THAT IS A BEAUTIFUL SONG.
20101201070421.000|20101201070426.000|CCO|>> I RAN INTO DEBT AND SELL.
20101201070426.000|20101201070431.000|CCO|-- DENZEL.
20101201070431.000|20101201070434.333|CCO|TAVIS: IF I SHOW OF DECEMBER 8
20101201070434.333|20101201070437.667|CCO|AND YOU DO NOT SING IT, I AM
20101201070437.667|20101201070441.000|CCO|GOING TO THINK HE IS MORE
20101201070441.000|20101201070444.333|CCO|IMPORTANT THAN I AM.
20101201070444.333|20101201070447.667|CCO|>> NOSAIR.
20101201070447.667|20101201070451.000|CCO|>> IT IS A GREAT SONG.
20101201070451.000|20101201070453.000|CCO|IT WAS NOT THAT LONG AFTER THAT
20101201070453.000|20101201070455.000|CCO|YOU WENT INTO DIALYSIS.
20101201070455.000|20101201070457.000|CCO|HOW DID YOU WIND UP WITH A
20101201070457.000|20101201070459.000|CCO|KIDNEY?
20101201070459.000|20101201070511.000|CCO|>> IT IS A LONG LIST, ESPECIALLY
20101201070511.000|20101201070516.000|CCO|IN BIG CITIES, AND MY SON WAS
20101201070516.000|20101201070521.000|CCO|NOT A MATCH.
20101201070521.000|20101201070523.500|CCO|WE GOT A CALL.
20101201070523.500|20101201070526.000|CCO|I WAS WITH MY SISTER WHEN THE
20101201070526.000|20101201070528.500|CCO|CALL CAME TO SAY THEY DID FIND A
20101201070528.500|20101201070531.000|CCO|PERFECT MATCH AND THAT THE
20101201070531.000|20101201070533.000|CCO|KIDNEY WAS SPECIFICALLY
20101201070533.000|20101201070535.000|CCO|DESIGNATED FOR NATALIE COLE, SO
20101201070535.000|20101201070537.000|CCO|THE HOSPITAL KIND OF FLIPPED
20101201070537.000|20101201070539.000|CCO|OUT.
20101201070539.000|20101201070541.000|CCO|HOW DID I GET TO THE TOP OF THE
20101201070541.000|20101201070544.333|CCO|LIST ALL OF A SUDDEN?
20101201070544.333|20101201070547.667|CCO|A WOMAN HAD TAKEN CARE OF ME FOR
20101201070547.667|20101201070551.000|CCO|ONE DAY AFTER A HOSPITAL.
