TOP|20101207190002|2010-12-07_1900_US_KNBC_Channel_4_News_Mid_Day_Report
COL|Communication Studies Archive, UCLA 
UID|3203cd30-0234-11e0-9f45-00e0815fe930
DUR|0:59:54.03
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-07 11:00 America/Los_Angeles
SEG_01|2014-02-14 18:17:40|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20101207190022.000|20101207192441.000|SEG|Type=Story
20101207190022.000|20101207190025.333|CCO|ABOUT.
20101207190025.333|20101207190028.667|CCO|>> TODAY ON ACCESS.
20101207190028.667|20101207190032.000|CCO|>> ANY GEE AND BRAD GIVE FANS
20101207190032.000|20101207190033.667|CCO|WHAT THEY WANT.  THE BIG NIGHT
20101207190033.667|20101207190035.333|CCO|OUT.
20101207190035.333|20101207190037.000|CCO|>> VERY MERRY GLEE AND FIRST
20101207190037.000|20101207190038.667|CCO|LOOK AT THE TONIGHT'S
20101207190038.667|20101207190040.333|CCO|FESTIVITIES.
20101207190040.333|20101207190042.000|CCO|>> LIVE WITH MARGARET CHO.
20101207190042.000|20101207190043.667|CCO|>> IS IT FEAST OR WAR WITH
20101207190043.667|20101207190045.333|CCO|BRISTOL PALIN.
20101207190045.333|20101207190047.000|CCO|>> THEN DANCING WITH THE STARS
20101207190047.000|20101207190048.667|CCO|KIM AND CHELSEA WRING SOME
20101207190048.667|20101207190050.333|CCO|CALORIE CRUNCHING MOVES.
20101207190050.333|20101207190052.000|CCO|>> PLUS WHO IS THE HIGHEST
20101207190052.000|20101207190053.667|CCO|EARNING REALITY STAR?
20101207190053.667|20101207190055.333|CCO|>> AND YOU BETTER BEHAVE TODAY,
20101207190055.333|20101207190057.000|CCO|>> AND YOU BETTER BEHAVE TODAY,
20101207190057.000|20101207190058.667|CCO|BILLY.  SUPER NANNY IS ON OUR
20101207190058.667|20101207190100.333|CCO|SET.
20101207190100.333|20101207190102.000|CCO|>> I COULD USE A GOOD SPANKING
20101207190102.000|20101207190103.667|CCO|TODAY.  
20101207190103.667|20101207190105.333|CCO|[APPLAUSE].
20101207190105.333|20101207190107.000|CCO|>> WELCOME TO A BEAUTIFUL
20101207190107.000|20101207190108.667|CCO|TUESDAY.
20101207190108.667|20101207190110.333|CCO|>> HAPPY TUESDAY.  WELCOME TO
20101207190110.333|20101207190112.000|CCO|"ACCESS HOLLYWOOD LIVE".
20101207190112.000|20101207190113.667|CCO|>> AND BRAD AND ANGELINA BIG
20101207190113.667|20101207190115.333|CCO|APPLE DATE NIGHT IS THE BIG
20101207190115.333|20101207190117.000|CCO|NEWS.  NOT REALLY NEWS BUT A
20101207190117.000|20101207190118.667|CCO|BIG HE INVESTMENT.  THEY
20101207190118.667|20101207190120.333|CCO|STEPPED OUT TO THE PREMIER OF
20101207190120.333|20101207190122.000|CCO|HER MOVIE THE TOURIST.  SIGNED
20101207190122.000|20101207190123.667|CCO|AUTOGRAPHS FOR THE DIE HARD
20101207190123.667|20101207190125.333|CCO|FANS AND POSED LOVINGLY ON THE
20101207190125.333|20101207190127.000|CCO|RED CARPET.  THEY WERE ALL OVER
20101207190127.000|20101207190128.667|CCO|EACH OTHER.
20101207190128.667|20101207190130.333|CCO|>> LOOK AT HER HERE.  SHE LOOKS
20101207190130.333|20101207190132.000|CCO|BEAUTIFUL STUNNING.  WINTER
20101207190132.000|20101207190133.667|CCO|WHAT IT VERCACI SHE'S
20101207190133.667|20101207190135.333|CCO|PERFECTION.  SHE TRULY FELT THE
20101207190135.333|20101207190137.000|CCO|HOLIDAY SPIRIT AND SHARING WITH
20101207190137.000|20101207190138.667|CCO|US THE LOVE OF CHRISTMAS AND
20101207190138.667|20101207190140.333|CCO|THE CITY AND THE FAVORITE GIFT
20101207190140.333|20101207190142.000|CCO|OF BRAD AND THE KID.
20101207190142.000|20101207190143.667|CCO|>> ALWAYS SOMETHING YOUR KIDS
20101207190143.667|20101207190145.333|CCO|MAKE.  BRAD OFTEN TAKES THINGS
20101207190145.333|20101207190147.000|CCO|THE KIDS MAKE AND TURNS IT IN
20101207190147.000|20101207190148.667|CCO|SOMETHING LIKE HE MADE A
20101207190148.667|20101207190150.333|CCO|BLANKET ONE YEAR OF ALL THEIR
20101207190150.333|20101207190152.000|CCO|DRAWINGS.  THINGS LIKE.  THAT
20101207190152.000|20101207190154.000|CCO|JUST BEING HERE.  BEING AROUND
20101207190154.000|20101207190156.000|CCO|THE FEELING IN THE THE CITY. 
20101207190156.000|20101207190158.000|CCO|THE SHOPPING AND THINKING ABOUT
20101207190158.000|20101207190200.000|CCO|EACH OTHER AND BUYING THINGS
20101207190200.000|20101207190202.000|CCO|FOR PEOPLE THEY LOVE. 
20101207190202.000|20101207190203.667|CCO|DECORATING THEIR HOUSES. 
20101207190203.667|20101207190205.333|CCO|CREATION.
20101207190205.333|20101207190207.000|CCO|>> SHE'S BUBBLEY.
20101207190207.000|20101207190208.667|CCO|>> I NEVER SEEN HER THIS CHATY
20101207190208.667|20101207190210.333|CCO|KATHYIE.
20101207190210.333|20101207190212.000|CCO|>> IF HE WENT PERFECT ENOUGH
20101207190212.000|20101207190213.667|CCO|HE'S CRAFTY LIKE HE MAKES
20101207190213.667|20101207190215.333|CCO|BLANKETS.
20101207190215.333|20101207190217.000|CCO|>> DOING IT ALL.
20101207190217.000|20101207190218.667|CCO|> CRAFTY BRAD.
20101207190218.667|20101207190220.333|CCO|>> AFTER THE PEE MERE THEY WEPT
20101207190220.333|20101207190222.000|CCO|OUT TO PETE TAVERN.  BIG BAR IN
20101207190222.000|20101207190223.667|CCO|NEW YORK.  GREAT OLD JOINT. 
20101207190223.667|20101207190225.333|CCO|THEY WEPT OUT TO PIZZA DO ME A
20101207190225.333|20101207190227.000|CCO|FAVOR.  MY WIFE AND MY KIDS ARE
20101207190227.000|20101207190228.667|CCO|HOME FROM SCHOOL TODAY.  HONEY
20101207190228.667|20101207190230.333|CCO|DO ME A FAVOR MUTE THE TV HERE
20101207190230.333|20101207190232.000|CCO|BECAUSE I CAN'T I KNOW THEY
20101207190232.000|20101207190234.000|CCO|HAVE THE GREATEST SEX LIFE.
20101207190234.000|20101207190236.000|CCO|>> WHAT?
20101207190236.000|20101207190238.000|CCO|>> UNBELIEVABLE.  THEY ARE IN
20101207190238.000|20101207190240.000|CCO|NEW YORK.  HOLIDAY SPIRIT. 
20101207190240.000|20101207190242.000|CCO|THEY GO TO PETE'S TAVERN.  WHO
20101207190242.000|20101207190243.429|CCO|GOES TO A BAR AFTER PREMIER. 
20101207190243.429|20101207190244.857|CCO|THAT'S FOREPLAY.
20101207190244.857|20101207190246.286|CCO|>> BY THE WAY THE TAVERN IS
20101207190246.286|20101207190247.714|CCO|DECORATED SO FABULOUS FOR THE
20101207190247.714|20101207190249.143|CCO|HOLIDAY LIKE A TRAIN THAT RUNS
20101207190249.143|20101207190250.571|CCO|AROUND AL THE DECORATIONS LIKE
20101207190250.571|20101207190252.000|CCO|A GOOD OLD BEER HALL THAT'S
20101207190252.000|20101207190253.429|CCO|WHERE I HANG OUT.
20101207190253.429|20101207190254.857|CCO|>> THEY CONNECTED.  THEY
20101207190254.857|20101207190256.286|CCO|LAUGHED.  HAD A GOOD TIME AND I
20101207190256.286|20101207190257.714|CCO|DON'T KNOW I HAVE TO SAY THE
