TOP|20101229013001|2010-12-29_0130_US_KCET_Nightly_Business_Report
COL|Communication Studies Archive, UCLA 
UID|478a8eb6-12ef-11e0-8d81-001517add60e
DUR|0:29:29.53
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-28 17:30 America/Los_Angeles
SEG_01|2014-02-03 01:06:54|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20101229013019.000|20101229015930.000|SEG|Type=Story
20101229013019.000|20101229013020.000|CC1|>> Tom: OIL PRICES MARCH TOWARD 
20101229013020.000|20101229013021.000|CC1|$100 A BARREL IN THE FINAL WEEK 
20101229013021.000|20101229013022.000|CC1|OF 2010 TRADING.                
20101229013022.000|20101229013023.000|CC1|BUT THAT MAY NOT BE THE ONLY    
20101229013023.000|20101229013025.000|CC1|ENERGY PRICE SHOCK.             
20101229013025.000|20101229013025.000|CC1|WHY WE COULD BE PAYING $5 FOR A 
20101229013025.000|20101229013027.000|CC1|GALLON OF GASOLINE IN THE NOT-  
20101229013027.000|20101229013028.000|CC1|TOO-DISTANT FUTURE.             
20101229013028.000|20101229013028.000|CC1|YOU'RE WATCHING "NIGHTLY        
20101229013028.000|20101229013030.000|CC1|BUSINESS REPORT" FOR TUESDAY,   
20101229013030.000|20101229013031.000|CC1|DECEMBER 28.                    
20101229013031.000|20101229013119.000|SEG_01|Type=Commercial
20101229013031.000|20101229013031.000|CC1| THIS IS "NIGHTLY BUSINESS      
20101229013031.000|20101229013032.000|CC1| REPORT" WITH SUSIE GHARIB AND  
20101229013032.000|20101229013102.000|CC1| TOM HUDSON.                    
20101229013102.000|20101229013103.000|CC1| THIS PROGRAM IS MADE POSSIBLE  
20101229013103.000|20101229013104.000|CC1| BY CONTRIBUTIONS TO YOUR PBS   
20101229013104.000|20101229013109.000|CC1| STATION FROM VIEWERS LIKE YOU. 
20101229013109.000|20101229013119.000|CC1| Captioning sponsored by WPBT   
20101229013119.000|20101229013120.000|SEG_01|Type=Story start
20101229013119.000|20101229013120.000|CC1|>> Tom: GOOD EVENING EVERYONE.  
20101229013120.000|20101229013121.000|CC1|THANKS FOR WATCHING.            
20101229013121.000|20101229013122.000|CC1|SUSIE GHARIB IS OFF TONIGHT.    
20101229013122.000|20101229013124.000|CC1|ENERGY PRICES MOVED HIGHER AS   
20101229013124.000|20101229013125.000|CC1|TEMPERATURES IN MOST OF THE     
20101229013125.000|20101229013127.000|CC1|COUNTRY REMAIN LOW.             
20101229013127.000|20101229013128.000|CC1|OIL ROSE 49 CENTS IN NEW YORK   
20101229013128.000|20101229013129.000|CC1|TRADING TODAY TO SETTLE AT      
20101229013129.000|20101229013134.000|CC1|$91.49 A BARREL.                
20101229013134.000|20101229013134.000|CC1|DURING THE TRADING DAY, OIL HIT 
20101229013134.000|20101229013135.000|CC1|ITS HIGHEST PRICE SINCE THE FALL
20101229013135.000|20101229013137.000|CC1|OF 2008.                        
20101229013137.000|20101229013139.000|CC1|IN JUST A MOMENT, WE'LL HEAR    
