TOP|20101209010002|2010-12-09_0100_US_CNN-Headline_Nancy_Grace
COL|Communication Studies Archive, UCLA 
UID|a770d95e-032f-11e0-b33d-00e0815fe86c
DUR|0:59:54.03
VID|640x480
CMT|
TPF|transcripts.cnn.com|ng.01.html
HED|Missing 12-Year-Old Spotted on Wal-Mart Video With Presumed Abductor
LAN|ENG
LBT|2010-12-08 17:00 America/Los_Angeles
SEG_01|2014-06-18 17:50:38|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101209010012.000|20101209015434.667|SEG|Type=Story
20101209010012.000|20101209010017.000|CCO|>>> BREAKING NEWS TONIGHT LIVE 
20101209010017.000|20101209010022.000|CCO|IN VIRGINIA.
20101209010022.000|20101209010025.333|CCO|THE DESPERATE SEARCH FOR A 
20101209010025.333|20101209010028.667|CCO|12-YEAR-OLD LITTLE GIRL IN 
20101209010028.667|20101209010032.000|CCO|EXTREME DANGER.
20101209010032.000|20101209010034.500|CCO|COPS HEAD TO UPSCALE SALEM 
20101209010034.500|20101209010037.000|CCO|SUBURBS ON A QUIET TO FIND THE 
20101209010037.000|20101209010039.500|CCO|MOM DEAD INSIDE THE HOME AND A 
20101209010039.500|20101209010042.000|CCO|FAMILY CAR MISSING.
20101209010042.000|20101209010044.500|CCO|THE 12-YEAR-OLD LITTLE GIRL 
20101209010044.500|20101209010047.000|CCO|GONE.
20101209010047.000|20101209010049.500|CCO|AS COPS CHASE A DUAL 
20101209010049.500|20101209010052.000|CCO|INVESTIGATION, HOMICIDE AND 
20101209010052.000|20101209010055.333|CCO|KIDNAP, BOMBSHELL TONIGHT.
20101209010055.333|20101209010058.667|CCO|A SIGHTING OF BRITTANY.
20101209010058.667|20101209010102.000|CCO|GRAINY SURVEILLANCE VIDEO 
20101209010102.000|20101209010105.333|CCO|APPEARS ON ITTANY AND MOM'S 
20101209010105.333|20101209010108.667|CCO|GROWN BOYFRIEND 72 HOURS BEFORE 
20101209010108.667|20101209010112.000|CCO|COPS FIND MOMMY DEAD.
20101209010112.000|20101209010114.500|CCO|WE LEARN THE SUSPECT, THE 
20101209010114.500|20101209010117.000|CCO|TWO-TIME DIVORCED LIVE IN WHO 
20101209010117.000|20101209010119.500|CCO|MOMMY MEANT ON THE INTERNET 
20101209010119.500|20101209010122.000|CCO|MONTHS BEFORE SHE MOVED HIM INTO
20101209010122.000|20101209010124.000|CCO|THE HOME USING THE DEAD MOM'S 
20101209010124.000|20101209010126.000|CCO|CREDIT CARD AT WALMART.
20101209010126.000|20101209010128.000|CCO|FOR WHAT?
20101209010128.000|20101209010130.000|CCO|A TENT AND CAMPING GEAR.
20101209010130.000|20101209010132.000|CCO|TONIGHT WE CONFIRM THAT MISSING 
20101209010132.000|20101209010137.000|CCO|GIRL AND 32-YEAR-OLD EASLY 
20101209010137.000|20101209010142.000|CCO|SPOTTED IN MOM'S DONALD NEON.
20101209010142.000|20101209010144.500|CCO|IS SOMEONE HELPING EASLY HIDE 
20101209010144.500|20101209010147.000|CCO|OUT WITH A 12-YEAR-OLD GIRL?
20101209010147.000|20101209010149.500|CCO|WE'RE STANDING BY AT THIS MOMENT
20101209010149.500|20101209010152.000|CCO|WITH A LIVE PRESS CONFERENCE 
20101209010152.000|20101209010153.667|CCO|WITH EVERY PASSING HOUR CRUCIAL 
20101209010153.667|20101209010155.333|CCO|TONIGHT.
20101209010155.333|20101209010157.000|CCO|WHERE IS 12-YEAR-OLD BRITTANY?
20101209010157.000|20101209010158.667|CCO|>> SEVERAL DAYS NOW.
20101209010158.667|20101209010200.333|CCO|>> SIX DAYS INTO THE 
20101209010200.333|20101209010202.000|CCO|INVESTIGATION.
20101209010202.000|20101209010204.500|CCO|>> THERE'S A DEAD BODY.
20101209010204.500|20101209010207.000|CCO|>> 12-YEAR-OLD LITTLE GIRL.
20101209010207.000|20101209010209.500|CCO|>> CONSENT IS IRRELEVANT.
20101209010209.500|20101209010212.000|CCO|>> MISSING.
20101209010212.000|20101209010214.000|CCO|>> GONE.
20101209010214.000|20101209010216.000|CCO|>> WE'RE CONFIDENT AT THIS TIME 
20101209010216.000|20101209010218.000|CCO|THAT BRITTANY IS WITH MR. EASLY.
20101209010218.000|20101209010220.000|CCO|>> THE BOYFRIEND OF THE MOTHER.
20101209010220.000|20101209010222.000|CCO|>> THE VIDEO IS NOT THAT GOOD.
20101209010222.000|20101209010224.000|CCO|>> HE'S NO STRANGER TO A POLICE 
20101209010224.000|20101209010226.000|CCO|CELL, PEOPLE.
20101209010226.000|20101209010228.000|CCO|>> IF THEY ARE TOGETHER -- 
20101209010228.000|20101209010230.000|CCO|>> HE ACTED ABNORMALLY AROUND 
20101209010230.000|20101209010232.000|CCO|THE LITTLE GIRL.
20101209010232.000|20101209010233.250|CCO|>> WE HAVE TO FIND THIS CHILD.
20101209010233.250|20101209010234.500|CCO|>> THEY ARE CALLING IT A 
20101209010234.500|20101209010235.750|CCO|HOMICIDE.
20101209010235.750|20101209010237.000|CCO|>> HOPEFULLY SHE'S STILL ALIVE.
20101209010237.000|20101209010238.250|CCO|>> THIS IS NOW A HOMICIDE 
20101209010238.250|20101209010239.500|CCO|INVESTIGATION.
20101209010239.500|20101209010240.750|CCO|>> THESE ARE MOST DANGEROUS 
20101209010240.750|20101209010242.000|CCO|SITUATIONS.
20101209010242.000|20101209010244.000|CCO|>> WE'RE EXTREMELY CONCERNED FOR
20101209010244.000|20101209010246.000|CCO|BRITTANY'S SAFETY.
20101209010246.000|20101209010248.000|CCO|>> AND TONIGHT, TWO ALABAMA 
20101209010248.000|20101209010250.000|CCO|TODDLERS JUST 3 AND 4 YEARS OLD 
20101209010250.000|20101209010252.000|CCO|VANISH.
20101209010252.000|20101209010254.000|CCO|WE LEARN FAMILY, FRIENDS, 
20101209010254.000|20101209010256.000|CCO|NEIGHBORS, THEY HAVEN'T SEEN THE
20101209010256.000|20101209010258.000|CCO|CHILDREN FOR MONTHS.
20101209010258.000|20101209010300.000|CCO|BUT NO ONE BOTHERED TO CALL 
20101209010300.000|20101209010302.000|CCO|POLICE.
20101209010302.000|20101209010305.333|CCO|AND WHAT DO DADDY AND STEPMOMMY 
20101209010305.333|20101209010308.667|CCO|KNOW?
20101209010308.667|20101209010312.000|CCO|THE SEARCH FOR TINY BOY ENDS 
20101209010312.000|20101209010313.667|CCO|AFTER HIS REMAINS WERE FOUND.
20101209010313.667|20101209010315.333|CCO|EXTREMELY UPSETTING FACTS COME 
20101209010315.333|20101209010317.000|CCO|OUT ABOUT HOW STEPMOMMY AND 
20101209010317.000|20101209010318.667|CCO|DADDY TREATED THE TWO CHILDREN 
20101209010318.667|20101209010320.333|CCO|TONIGHT.
20101209010320.333|20101209010332.000|CCO|THE SEARCH FOR LITTLE SISTER 
20101209010332.000|20101209010334.500|CCO|NATALIE STILL ON.
20101209010334.500|20101209010337.000|CCO|>> SEARCH TEAMS SAY THEY HAVE 
20101209010337.000|20101209010339.500|CCO|FOUND SKELETAL REMAINS.
20101209010339.500|20101209010342.000|CCO|>> SKELETAL REMAINS.
20101209010342.000|20101209010343.250|CCO|>> SEARCH TEAMS HAVE FOUND THE 
20101209010343.250|20101209010344.500|CCO|REMAINS -- 
20101209010344.500|20101209010345.750|CCO|>> THE 3-YEAR-OLD LITTLE BOY.
20101209010345.750|20101209010347.000|CCO|>> POLICE BELIEVE THE CHILDREN'S
20101209010347.000|20101209010348.250|CCO|FATHER -- 
20101209010348.250|20101209010349.500|CCO|>> NOW IN CUSTODY.
20101209010349.500|20101209010350.750|CCO|>> YOU SAID YOU DIDN'T KILL 
20101209010350.750|20101209010352.000|CCO|THEM.
20101209010352.000|20101209010354.000|CCO|>> AND THE CHILDREN'S STEPMOTHER
