TOP|20110120070001|2011-01-20_0700_US_KMEX_Noticias_34
COL|Communication Studies Archive, UCLA 
UID|0f3bdb8a-2467-11e0-a038-001517add60e
DUR|0:29:45.18
VID|640x480
CMT|
LAN|SPA
LBT|2011-01-19 23:00 America/Los_Angeles
SEG_01|2014-06-18 18:55:54|Source_Program=Commercial Detection|Source_Person=Weixin Li
20110120070008.000|20110120072946.000|SEG|Type=Story
20110120070008.000|20110120070011.000|CC1|pesar de las bajas temperaturas 
20110120070011.000|20110120070013.000|CC1|.                               
20110120070013.000|20110120070021.000|CC1|>> Ellos víajaron de San        
20110120070021.000|20110120070029.000|CC1|Francisco con la esperanza que  
20110120070029.000|20110120070036.000|CC1|les repacten sus deudas         
20110120070036.000|20110120070038.000|CC1|habitacionales.                 
20110120070038.000|20110120070046.000|CC1|>> Miles de familias Han luchado
20110120070046.000|20110120070051.000|CC1|arduamente para que los bancos  
20110120070051.000|20110120070052.000|CC1|les escuchen.                   
20110120070052.000|20110120070057.000|CC1|>> Que se les hablande el       
20110120070057.000|20110120070058.000|CC1|corazón .                       
20110120070058.000|20110120070104.000|CC1|>> Si quieres ayudar a estar    
20110120070104.000|20110120070113.000|CC1|personas no sñ los regales,     
20110120070113.000|20110120070118.000|CC1|pero ayudales a pagar esto de   
20110120070118.000|20110120070120.000|CC1|formas más fáciles.             
20110120070120.000|20110120070130.000|CC1|>> La ayuda llegara por más de  
20110120070130.000|20110120070141.000|CC1|150 expertos que ayudaran en la 
20110120070141.000|20110120070146.000|CC1|legalidad de las deudas.        
20110120070146.000|20110120070154.000|CC1|>> Alexander Chávez vino desde  
20110120070154.000|20110120070201.000|CC1|denver a buscar ayuda para      
20110120070201.000|20110120070205.000|CC1|salvar su casa.                 
20110120070205.000|20110120070212.000|CC1|>> Vamos apoyar esto y salir    
20110120070212.000|20110120070213.000|CC1|adelante.                       
20110120070213.000|20110120070221.000|CC1|>> Si quiere más información    
20110120070221.000|20110120070221.000|CC1|visite (información aparece en  
20110120070221.000|20110120070222.000|CC1|pantalla) .                     
20110120070222.000|20110120070232.000|CC1|>> En vivo desde Los Ángeles    
20110120070232.000|20110120070233.000|CC1|comenzamos Noticias 34 Univisión
20110120070233.000|20110120070239.000|CC1|Los Ángeles solo a las 11.      
20110120070239.000|20110120070245.000|CC1|>> Que tal Buenas noches .      
20110120070245.000|20110120070254.000|CC1|>> en menos de 24 horas los     
20110120070254.000|20110120070257.000|CC1|disparos sacuden las escuelas en
20110120070257.000|20110120070259.000|CC1|Los Ángeles .                   
20110120070259.000|20110120070307.000|CC1|>> Un oficial fue herido en el  
20110120070307.000|20110120070319.000|CC1|pecho , todavía se mantienen las
20110120070319.000|20110120070327.000|CC1|vigilancias para encontrar al   
20110120070327.000|20110120070331.000|CC1|sujeto que les disparo.         
20110120070331.000|20110120070343.000|CC1|>> Muchos de los alumnos estaban
20110120070343.000|20110120070346.000|CC1|sin comer.                      
20110120070346.000|20110120070358.000|CC1|>> hiendo al baño en custodia.  
20110120070358.000|20110120070405.000|CC1|>> porque más de 9mil           
20110120070405.000|20110120070411.000|CC1|estudiantes quedaron cautelados 
20110120070411.000|20110120070422.000|CC1|en 9 colegios  mientras se      
20110120070422.000|20110120070427.000|CC1|buscaba al pistolero.           
20110120070427.000|20110120070436.000|CC1|>> Estamos desde las 4:30 y vivo
20110120070436.000|20110120070439.000|CC1|cerca de acá .                  
20110120070439.000|20110120070449.000|CC1|>> más de 350 policías los      
20110120070449.000|20110120070449.000|CC1|andaban buscando.               
20110120070449.000|20110120070456.000|CC1|>> Se espera que se entregue .  
20110120070456.000|20110120070503.000|CC1|>> El oficial ya salió del      
20110120070503.000|20110120070503.000|CC1|hospital .                      
20110120070503.000|20110120070511.000|CC1|>> La buena noticias es que las 
20110120070511.000|20110120070517.000|CC1|calles aledañas están           
20110120070517.000|20110120070519.000|CC1|habilitadas.                    
20110120070519.000|20110120070524.000|CC1|>> En vivo desde Woodland Hills 
20110120070524.000|20110120070528.000|CC1|.                               
20110120070528.000|20110120070530.000|CC1|>> Muchas gracias .             
20110120070530.000|20110120070539.000|CC1|>> Son días de violencia en este
20110120070539.000|20110120070540.000|CC1|lugar.                          
20110120070540.000|20110120070552.000|CC1|>> el arma fue robada por el    
20110120070552.000|20110120070558.000|CC1|sospechoso que hirió a sus      
20110120070558.000|20110120070600.000|CC1|compañeros de curso.            
20110120070600.000|20110120070608.000|CC1|>> La policía alerta a las      
20110120070608.000|20110120070619.000|CC1|personas del área para que se   
20110120070619.000|20110120070625.000|CC1|cuiden de un delincuente sexual.
20110120070625.000|20110120070635.000|CC1|>> El Salvadoreño Aguirre es    
20110120070635.000|20110120070644.000|CC1|captura por darle muerte a su   
20110120070644.000|20110120070649.000|CC1|bebe de 10 meses.               
20110120070649.000|20110120070658.000|CC1|>> El sospechoso maneja una     
20110120070658.000|20110120070703.000|CC1|camioneta negra pick cabeza     
20110120070703.000|20110120070705.000|CC1|rapada.                         
20110120070705.000|20110120070711.000|CC1|>> Ahora con temas dulces       
20110120070711.000|20110120070715.000|CC1|seguimos en la exposición       
20110120070715.000|20110120070722.000|CC1|dedicada a los dulces mexicanos 
20110120070722.000|20110120070722.000|CC1|.                               
20110120070722.000|20110120070728.000|CC1|>> Se trata de confite          
20110120070728.000|20110120070730.000|CC1|expo.                           
20110120070730.000|20110120070737.000|CC1|>> Ahora este evento se monto en
20110120070737.000|20110120070745.000|CC1|el centro de exposicion de Los  
20110120070745.000|20110120070748.000|CC1|Ángeles .                       
20110120070748.000|20110120070753.000|CC1|>> Mermeladas , mucho mango .   
20110120070753.000|20110120070800.000|CC1|>> Hay de todo en esta          
20110120070800.000|20110120070811.000|CC1|exposición-las personas que no  
20110120070811.000|20110120070822.000|CC1|pueden víajar a Mñxico acá se   
20110120070822.000|20110120070823.000|CC1|los hacercamos.                 
20110120070823.000|20110120070832.000|CC1|>> Van de mucha calidad para    
20110120070832.000|20110120070832.000|CC1|muchas personas.                
20110120070832.000|20110120070838.000|CC1|>> Se ve difícil pero esta fácil
20110120070838.000|20110120070839.000|CC1|.                               
20110120070839.000|20110120070846.000|CC1|>> Se necesitan muchas ganas de 
20110120070846.000|20110120070847.000|CC1|hacerlo.                        
20110120070847.000|20110120070853.000|CC1|>> Acá los productores esperan  
20110120070853.000|20110120070900.000|CC1|que Los Ángeles sea la puerta de
20110120070900.000|20110120070906.000|CC1|entrada del dulce mexicanos .   
20110120070906.000|20110120070913.000|CC1|>> Día día se incrementa la     
20110120070913.000|20110120070913.000|CC1|venta.                          
20110120070913.000|20110120070922.000|CC1|>> La nostalgia es el máximo    
20110120070922.000|20110120070928.000|CC1|punto para venderlo.            
20110120070928.000|20110120070934.000|CC1|>> Mañana seguirá la exposición 
20110120070934.000|20110120070934.000|CC1|.                               
20110120070934.000|20110120070943.000|CC1|>> Lo que necesita presentar es 
20110120070943.000|20110120070949.000|CC1|una tarjeta que le acredite como
20110120070949.000|20110120070950.000|CC1|comerciante.                    
20110120070950.000|20110120070951.000|CC1|>> Volvemos desde el centro de  
20110120070951.000|20110120070952.000|CC1|la noticia a tomar contacto con 
20110120070952.000|20110120070952.000|CC1|ustedes. Adelante estudios. .   
20110120070952.000|20110120071001.000|CC1|>> La semana pasada hablamos de 
20110120071001.000|20110120071011.000|CC1|los baby bommers , la generación
20110120071011.000|20110120071012.000|CC1|.                               
20110120071012.000|20110120071021.000|CC1|>> China y Estados Unidos       
20110120071021.000|20110120071031.000|CC1|anuncian una alianza.           
20110120071031.000|20110120071039.000|CC1|>> Es importante conocer los    
20110120071039.000|20110120071047.000|CC1|gustos y necesidades de los     
20110120071047.000|20110120071047.000|CC1|babybommers.                    
20110120071047.000|20110120071056.000|CC1|>> Que van hacer ellos cuando se
20110120071056.000|20110120071058.000|CC1|jubilen?.                       
20110120071058.000|20110120071107.000|CC1|>> Por quñ sigue siendo         
20110120071107.000|20110120071112.000|CC1|importante este nicho de los    
20110120071112.000|20110120071114.000|CC1|baby.                           
20110120071114.000|20110120071124.000|CC1|>> Ellos Han revoluciónado en   
20110120071124.000|20110120071129.000|CC1|todos los aspectos a los        
20110120071129.000|20110120071131.000|CC1|mercados.                       
20110120071131.000|20110120071138.000|CC1|>> Este pacto comercial hará    
