TOP|20110122010001|2011-01-22_0100_US_KABC_Eyewitness_News_5PM
COL|Communication Studies Archive, UCLA 
UID|4d94f2da-25cb-11e0-9adb-001517add720
DUR|0:59:49.38
VID|640x352
CMT|
LAN|ENG
LBT|2011-01-21 17:00 America/Los_Angeles
SEG_01|2014-02-03 01:07:30|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110122010002.000|20110122015950.000|SEG|Type=Story
20110122010002.000|20110122010005.000|CC1|THERE IS NO ALLEGATION OF       
20110122010005.000|20110122010006.000|CC1|INTENTIONAL DISCHARGE.          
20110122010006.000|20110122010007.000|CC1|>> Reporter: THERE APPEARED TO  
20110122010007.000|20110122010008.000|CC1|BE NO INTENT.                   
20110122010008.000|20110122010010.000|CC1|CHARGES WERE DISMISSED AGAINST  
20110122010010.000|20110122010012.000|CC1|TWO STUDENTS WHO ALLEGEDLY      
20110122010012.000|20110122010013.000|CC1|HELPED THE STUDENT GET RID OF   
20110122010013.000|20110122010015.000|CC1|HIS BACKPACK.                   
20110122010015.000|20110122010016.000|CC1|THE DISTRICT ATTORNEY HAS FILED 
20110122010016.000|20110122010018.000|CC1|A PETITION TO TRY THE STUDENT AS
20110122010018.000|20110122010018.000|CC1|AN ADULT.                       
20110122010018.000|20110122010021.000|CC1|HE WAS ON PROBATION ON A BATTERY
20110122010021.000|20110122010022.000|CC1|CHARGE FROM ANOTHER SCHOOL WHERE
20110122010022.000|20110122010023.000|CC1|HE GOT IN A FIGHT.              
20110122010023.000|20110122010024.000|CC1|IF CONVICTED AS A JUVENILE HE   
20110122010024.000|20110122010026.000|CC1|COULD BE DETAINED FOR NEARLY A  
20110122010026.000|20110122010026.000|CC1|YEAR.                           
20110122010026.000|20110122010027.000|CC1|>> I BELIEVE THE MAXIMUM HE     
20110122010027.000|20110122010028.000|CC1|FACES IN THE COUNTY OF LOS      
20110122010028.000|20110122010030.000|CC1|ANGELES IS NINE MONTHS IN A     
20110122010030.000|20110122010031.000|CC1|JUVENILE PROBATION CAMP.        
20110122010031.000|20110122010033.000|CC1|>> Reporter: THE CONSEQUENCES   
20110122010033.000|20110122010034.000|CC1|ARE POTENTIALLY MORE SERIOUS IF 
20110122010034.000|20110122010036.000|CC1|THE STUDENT IS CHARGED AS AN    
20110122010036.000|20110122010036.000|CC1|ADULT.                          
20110122010036.000|20110122010038.000|CC1|AS MANY AS SEVEN YEARS IN STATE 
20110122010038.000|20110122010039.000|CC1|PRISON.                         
20110122010039.000|20110122010040.000|CC1|COMING UP ON "EYEWITNESS NEWS"  
20110122010040.000|20110122010042.000|CC1|AT 6:00 ALUMNI OF THE SCHOOL    
20110122010042.000|20110122010044.000|CC1|PLAN A PRAYER VIGIL.            
20110122010044.000|20110122010045.000|CC1|WE'LL HAVE THAT FOR YOU LIVE.   
20110122010045.000|20110122010047.000|CC1|REPORTING NOW FROM GARDENA,     
20110122010047.000|20110122010048.000|CC1|MIRIAM HERNANDEZ, ABC 7         
20110122010048.000|20110122010049.000|CC1|"EYEWITNESS NEWS."              
20110122010049.000|20110122010050.000|CC1|MARC: THANK YOU.                
20110122010050.000|20110122010053.000|CC1|THERE IS NOW A $100,000 REWARD  
20110122010053.000|20110122010055.000|CC1|IN THE SEARCH FOR THE BEGAN MAN 
20110122010055.000|20110122010056.000|CC1|WHO SHOT A SCHOOL POLICE        
20110122010056.000|20110122010056.000|CC1|OFFICER.                        
20110122010056.000|20110122010058.000|CC1| X HAVE THE COMPOSITE SKETCH.   
20110122010058.000|20110122010059.000|CC1|THE MAN IS DESCRIBED AS BEING IN
20110122010059.000|20110122010102.000|CC1|HIS MID TO LATE 40S, ABOUT      
20110122010102.000|20110122010104.000|CC1|5'10", LONG GRAYISH BROWN HAIR  
20110122010104.000|20110122010106.000|CC1|PULLED BACK INTO A PONYTAIL.    
20110122010106.000|20110122010107.000|CC1|HE OPENED FIRE ON THE OFFICER   
20110122010107.000|20110122010109.000|CC1|WEDNESDAY NEAR EL~CAMINO HIGH   
20110122010109.000|20110122010112.000|CC1|SCHOOL THAT PROMPTED A LOCKDOWN 
20110122010112.000|20110122010112.000|CC1|IN NINE SCHOOLS.                
20110122010112.000|20110122010114.000|CC1|THE SHOOTER IS STILL BELIEVED TO
20110122010114.000|20110122010116.000|CC1|IN THE AREA AND IS CONSIDERED TO
20110122010116.000|20110122010116.000|CC1|BE VERY DANGEROUS.              
20110122010116.000|20110122010117.000|CC1|ANYONE WITH INFORMATION ABOUT   
20110122010117.000|20110122010119.000|CC1|HIM IS URGED TO CALL POLICE AT  
20110122010119.000|20110122010125.000|CC1|THE NUMBER ON THE SCREEN.       
20110122010125.000|20110122010126.000|CC1|MICHELLE: UNSETTLING MOMENTS    
20110122010126.000|20110122010128.000|CC1|TODAY AT A SCHOOL IN RIVERSIDE  
20110122010128.000|20110122010128.000|CC1|COUNTY.                         
20110122010128.000|20110122010131.000|CC1|LITTLE LAKE ELEMENTARY IN HEMET 
20110122010131.000|20110122010133.000|CC1|HAD TO GO ON LOCKDOWN AFTER A   
20110122010133.000|20110122010135.000|CC1|MAN BARRICADED HIMSELF INSIDE A 
20110122010135.000|20110122010135.000|CC1|NEARBY HOME.                    
20110122010135.000|20110122010137.000|CC1|THE STUDENTS WERE EVACUATED AS A
