TOP|20110122000001|2011-01-22_0000_US_KCAL_KCAL_9_News_at_4PM
COL|Communication Studies Archive, UCLA 
UID|bac17b7e-25be-11e0-bece-001517add720
DUR|0:29:49.02
VID|640x368
CMT|
LAN|ENG
LBT|2011-01-21 16:00 America/Los_Angeles
SEG_01|2014-02-14 18:22:55|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110122000003.000|20110122002950.000|SEG|Type=Story
20110122000003.000|20110122000004.000|CC1|NEW DEVELOPMENTS TODAY          
20110122000004.000|20110122000005.000|CC1|INVOLVING THE STUDENT           
20110122000005.000|20110122000007.000|CC1|ACCUSED OF BRINGING A LOADED    
20110122000007.000|20110122000007.000|CC1|GUN TO A GARDENA HIGH           
20110122000007.000|20110122000008.000|CC1|SCHOOL.                         
20110122000008.000|20110122000010.000|CC1|TWO OF HIS CLASSMATES WERE      
20110122000010.000|20110122000011.000|CC1|HIT WHEN THE GUN WENT OFF.      
20110122000011.000|20110122000012.000|CC1|TODAY, THE 17-YEAR-OLD FACED    
20110122000012.000|20110122000014.000|CC1|A JUDGE.                        
20110122000014.000|20110122000015.000|CC1|KCAL9'S, DAVE LOPEZ IS LIVE     
20110122000015.000|20110122000016.000|CC1|FROM GARDENA HIGH SCHOOL        
20110122000016.000|20110122000017.000|CC1|WHERE A RALLY WAS HELD          
20110122000017.000|20110122000017.000|CC1|TODAY.                          
20110122000017.000|20110122000017.000|CC1|DAVE?                           
20110122000017.000|20110122000019.000|CC1|>> Reporter: WELL HE FACED      
20110122000019.000|20110122000021.000|CC1|THE JUDGE AND REMAINS BEHIND    
20110122000021.000|20110122000023.000|CC1|BARS AND BEHIND ME, A QUIET     
20110122000023.000|20110122000024.000|CC1|SCENE BUT AGAIN THERE WAS A     
20110122000024.000|20110122000025.000|CC1|HIGH POLICE PRESENCE AND        
20110122000025.000|20110122000027.000|CC1|ALSO A RALLY TO SHOW UNITY      
20110122000027.000|20110122000028.000|CC1|ON BEHALF OF THE STUDENTS       
20110122000028.000|20110122000029.000|CC1|AND THE SUPPORT.                
20110122000029.000|20110122000030.000|CC1|WE WILL SHOW WHAT YOU THEY      
20110122000030.000|20110122000030.000|CC1|PUT UP.                         
20110122000030.000|20110122000032.000|CC1|A BANNER IN THE FRONT OF THE    
20110122000032.000|20110122000032.000|CC1|SCHOOL.                         
20110122000032.000|20110122000033.000|CC1|A POSTER.                       
20110122000033.000|20110122000034.000|CC1|THE STUDENTS WERE ASKED TO      
20110122000034.000|20110122000036.000|CC1|COME IN AND SIGN IT.            
20110122000036.000|20110122000037.000|CC1|THAT IS WHAT THEY D THE BIG     
20110122000037.000|20110122000038.000|CC1|BILLBOARD NOW WAS MOVED TO      
20110122000038.000|20110122000040.000|CC1|THE CENTER OF THE CAMPUS        
20110122000040.000|20110122000041.000|CC1|WHERE IT WILL STAY THERE.       
20110122000041.000|20110122000042.000|CC1|STUDENTS DID NOT WANT TO SAY    
20110122000042.000|20110122000043.000|CC1|VERY MUCH TODAY.                
20110122000043.000|20110122000045.000|CC1|THEY WERE TOLD BY THE           
20110122000045.000|20110122000046.000|CC1|FACULTY MEMBERS TO KEEP         
20110122000046.000|20110122000048.000|CC1|COMMENTS TO THEMSELVES.         
20110122000048.000|20110122000048.000|CC1|ALL THIS IS HAPPENING ON THE    
20110122000048.000|20110122000051.000|CC1|DAY THAT THE 17-YEAR-OLD MET    
20110122000051.000|20110122000054.000|CC1|IN A CLOSED COURTROOM IN        
20110122000054.000|20110122000054.000|CC1|JUVENILE COURT.                 
20110122000054.000|20110122000056.000|CC1|>> SHOWN HERE ARRIVING IN       
20110122000056.000|20110122000059.000|CC1|HAND CUFFS A JUVENILE HALL      
20110122000059.000|20110122000100.000|CC1|THIS WEEK THE 17-YEAR-OLD       
20110122000100.000|20110122000101.000|CC1|GARDENA HIGH SCHOOL STUDENT     
20110122000101.000|20110122000104.000|CC1|ACCUSED OF SHOOTING TWO OF      
20110122000104.000|20110122000106.000|CC1|HIS FELLOW STUDENTS WHEN A      
20110122000106.000|20110122000108.000|CC1|GUN INADVERTENTLY WENT OFF      
20110122000108.000|20110122000109.000|CC1|WAS IN COURT TODAY.             
20110122000109.000|20110122000110.000|CC1|DID HE NOT ENTER A PLEA AND     
20110122000110.000|20110122000112.000|CC1|HIS ATTORNEY WAS CAREFUL AT     
20110122000112.000|20110122000113.000|CC1|WHAT HE RELEASED.               
20110122000113.000|20110122000114.000|CC1|>> THE MINOR HAS NOT BEEN       
20110122000114.000|20110122000116.000|CC1|CHARGED WITH INTENTIONALLY      
20110122000116.000|20110122000119.000|CC1|SHOOTING ANYBODY.               
20110122000119.000|20110122000122.000|CC1|HE IS CHARGED WITH BRINGING     
20110122000122.000|20110122000125.000|CC1|A WEAPON TO SCHOOL GROUNDS.     
20110122000125.000|20110122000126.000|CC1|>> FIVE MEMBERS OF HIS          
20110122000126.000|20110122000129.000|CC1|FAMILY WALKED INTO A BANK OF    
20110122000129.000|20110122000130.000|CC1|CAMERAS AND REFUSED TO SAY      
20110122000130.000|20110122000130.000|CC1|ANYTHING.                       
20110122000130.000|20110122000131.000|CC1|THE ATTORNEY FOR THE            
20110122000131.000|20110122000132.000|CC1|17-YEAR-OLD DEFENDANT MADE      
20110122000132.000|20110122000134.000|CC1|IT CLEAR THAT HE DID NOT        
20110122000134.000|20110122000135.000|CC1|WANT ANY OF THE MEDIA           
20110122000135.000|20110122000137.000|CC1|MEMBERS SHOWING THE FAMILY      
20110122000137.000|20110122000138.000|CC1|IN PUBLIC.                      
20110122000138.000|20110122000139.000|CC1|>> TODAY'S COURT APPEARANCE     
20110122000139.000|20110122000141.000|CC1|WAS NOT AN ARRAIGNMENT BUT      
