TOP|20101222010001|2010-12-22_0100_US_KMEX_Primer_Impacto
COL|Communication Studies Archive, UCLA 
UID|1dcbf04a-0d6f-11e0-ba34-001517add60e
DUR|0:59:29.03
VID|640x480
CMT|
LAN|SPA
LBT|2010-12-21 17:00 America/Los_Angeles
SEG_01|2014-06-18 18:20:56|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101222010013.000|20101222010018.000|SEG|Type=Story
20101222010013.000|20101222010018.000|CC1|?(Música)?                      
20101222010018.000|20101222010105.000|SEG|Type=Story
20101222010018.000|20101222010019.000|CC1|>>> Hoy en "Primer Impacto."    
20101222010019.000|20101222010024.000|CC1|Como por parte de magia         
20101222010024.000|20101222010027.000|CC1|desaparecie una joven bailarina 
20101222010027.000|20101222010031.000|CC1|y encuentran su auto.           
20101222010031.000|20101222010034.000|CC1|Hay más escándalos que          
20101222010034.000|20101222010037.000|CC1|involucran al hijo de Jenni     
20101222010037.000|20101222010040.000|CC1|Rivera por tener sexo con una   
20101222010040.000|20101222010041.000|CC1|menor.                          
20101222010041.000|20101222010045.000|CC1|El mal tiempo se ensañó con     
20101222010045.000|20101222010045.000|CC1|California.                     
20101222010045.000|20101222010053.000|CC1|Y la caída de un actor          
20101222010053.000|20101222010057.000|CC1|aterroriza a los espectadores.  
20101222010057.000|20101222010101.000|CC1|Y el testimonio de una experta  
20101222010101.000|20101222010105.000|CC1|sobre el eclipse es             
20101222010105.000|20101222010105.000|CC1|sorprendente.                   
20101222010105.000|20101222010111.000|SEG|Type=Story
20101222010105.000|20101222010109.000|CC1|>>> Y una demanda millonaria    
20101222010109.000|20101222010111.000|CC1|pesa sobre Calle 13.            
20101222010111.000|20101222010124.000|SEG|Type=Story
20101222010111.000|20101222010116.000|CC1|>>> Y Ricky Martin regresa a los
20101222010116.000|20101222010117.000|CC1|escenarios con una gira.        
20101222010117.000|20101222010121.000|CC1|Esto y más ahora mismo en       
20101222010121.000|20101222010121.000|CC1|"Primer Impacto."               
20101222010121.000|20101222010124.000|CC1|?? ??                           
20101222010124.000|20101222010138.000|SEG|Type=Story
20101222010124.000|20101222010129.000|CC1|>>> Otro duro reto le impone la 
20101222010129.000|20101222010133.000|CC1|vida a la diva de la banda, una 
20101222010133.000|20101222010135.000|CC1|seria acusación pesa sobre su   
20101222010135.000|20101222010137.000|CC1|hijo que está en la mira de la  
20101222010137.000|20101222010138.000|CC1|ley.                            
20101222010138.000|20101222010144.000|SEG|Type=Story
20101222010138.000|20101222010143.000|CC1|>>> Amigos, bienvenidos a       
20101222010143.000|20101222010144.000|CC1|"Primer Impacto."               
20101222010144.000|20101222010151.000|SEG|Type=Story
20101222010144.000|20101222010146.000|CC1|>>> También le saluda Natalia   
20101222010146.000|20101222010146.000|CC1|Cruz.                           
20101222010146.000|20101222010149.000|CC1|Y en minutos tenemos detalles de
20101222010149.000|20101222010151.000|CC1|una seria acusación.            
20101222010151.000|20101222010200.000|SEG|Type=Story
20101222010151.000|20101222010154.000|CC1|>>> Así es, y antes vamos a     
20101222010154.000|20101222010157.000|CC1|comenzar con la desaparición de 
20101222010157.000|20101222010200.000|CC1|una bailarina hispana.          
20101222010200.000|20101222010205.000|SEG|Type=Story
20101222010200.000|20101222010204.000|CC1|>>> Sofía está en vivo con todos
20101222010204.000|20101222010205.000|CC1|los detalles.                   
20101222010205.000|20101222010225.000|SEG|Type=Story
20101222010205.000|20101222010207.000|CC1|>>> Bueno, compañeros de la     
20101222010207.000|20101222010210.000|CC1|mujer llamaron a los familiares 
20101222010210.000|20101222010215.000|CC1|luego que no se presentara en el
