TOP|20101227010001|2010-12-27_0100_US_KMEX_Primer_Impacto_Fin_de_Semana
COL|Communication Studies Archive, UCLA 
UID|f24ab770-115c-11e0-ba08-001517add6f2
DUR|0:59:28.93
VID|640x480
CMT|
LAN|SPA
LBT|2010-12-26 17:00 America/Los_Angeles
SEG_01|2014-06-18 18:25:59|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101227010014.000|20101227015929.000|SEG|Type=Story
20101227010014.000|20101227010020.000|CC1|>> HOY EN PRIMER IMPACTO EXTRA. 
20101227010020.000|20101227010021.000|CC1|UN AUTO  ES DEVORADO POR LAS    
20101227010021.000|20101227010022.000|CC1|LLAMAS EN UN INTENTO DE SACAR A 
20101227010022.000|20101227010023.000|CC1|UNA MUJER, ANTES DE QUE MUERA   
20101227010023.000|20101227010025.000|CC1|CARBONIZADA.                    
20101227010025.000|20101227010026.000|CC1|CADA MINUTO CUENTA PARA UN      
20101227010026.000|20101227010029.000|CC1|MENOR QUE QUEDÓ ATRAPADO EN UNA 
20101227010029.000|20101227010033.000|CC1|LAVADORA, Y LUCHA POR SALVARLO. 
20101227010033.000|20101227010035.000|CC1|>> ESCALOFRIANTES IMÁGENES DE   
20101227010035.000|20101227010038.000|CC1|UNOS RESCATES DE IMPACTO.       
20101227010038.000|20101227010041.000|CC1|>> UN CURA CONFIESA ANTE        
20101227010041.000|20101227010042.000|CC1|NUESTRAS CÁMARAS QUE PUEDE      
20101227010042.000|20101227010042.000|CC1|CANALIZAR EL PASO DE UN         
20101227010042.000|20101227010046.000|CC1|PACIENTE AL MÁS ALLÁ.           
20101227010046.000|20101227010048.000|CC1|>> ESTA ARQUITECTA LOGRÓ        
20101227010048.000|20101227010050.000|CC1|ESCAPAR DEL EFECTO DE LA CRISIS 
20101227010050.000|20101227010051.000|CC1|ECONÓMICA, LITERALMENTE EN LA   
20101227010051.000|20101227010056.000|CC1|COCINA.                         
20101227010056.000|20101227010057.000|CC1|>> ASEGURAN QUE OCURRIÓ UN      
20101227010057.000|20101227010100.000|CC1|MILAGRO DIVINO.                 
20101227010100.000|20101227010105.000|CC1|>> Y LE MOSTRAMOS LA ESCULTURA, 
20101227010105.000|20101227010109.000|CC1|LA MÁS PEQUEÑA DEL MUNDO.       
