TOP|20101230040001|2010-12-30_0400_US_MSNBC_Countdown_with_Keith_Olbermann
COL|Communication Studies Archive, UCLA 
UID|9734ac52-13d1-11e0-848e-001517add6fa
DUR|0:59:30.13
VID|640x428
CMT|
LAN|ENG
LBT|2010-12-29 20:00 America/Los_Angeles
SEG_01|2014-06-18 18:30:15|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101230040016.000|20101230040118.000|SEG|Type=Story
20101230040016.000|20101230040018.000|CC1|>>> AMERICAN'S PRISONS,         
20101230040018.000|20101230040021.000|CC1|DANGEROUS, OFTEN DEADLY.        
20101230040021.000|20101230040022.000|CC1|THERE ARE 2 MILLION PEOPLE DOING
20101230040022.000|20101230040024.000|CC1|TIME.                           
20101230040024.000|20101230040026.000|CC1|EVERY DAY IS A BATTLE TO SURVIVE
20101230040026.000|20101230040029.000|CC1|AND MAINTAIN ORDER.             
20101230040029.000|20101230040030.000|CC1|>> DOWN, ON YOUR FEET.          
20101230040030.000|20101230040031.000|CC1|DOWN.                           
20101230040031.000|20101230040033.000|CC1|>> Reporter: AMONG THE NATION'S 
20101230040033.000|20101230040036.000|CC1|TOUGHEST, CALIFORNIA STATE      
20101230040036.000|20101230040038.000|CC1|PRISON CORCORAN, OVERCROWDED AND
20101230040038.000|20101230040040.000|CC1|PLAGUED BY RACIAL TENSION.      
20101230040040.000|20101230040044.000|CC1|WE SPENT MONTHS INSIDE WITH     
20101230040044.000|20101230040048.000|CC1|INMATES WITH A VIOLENT PAST.    
20101230040048.000|20101230040049.000|CC1|THIS IS LOCKUP, CORCORAN,       
20101230040049.000|20101230040118.000|CC1|EXTENDED STAY.                  
20101230040118.000|20101230041142.000|SEG|Type=Story
20101230040118.000|20101230040119.000|CC1|>>> A PIECE OF STAINLESS STEEL  
20101230040119.000|20101230040123.000|CC1|BRASHEAR THAT CAME ON ONE OF OUR
20101230040123.000|20101230040124.000|CC1|FOOD CARTS.                     
20101230040124.000|20101230040128.000|CC1|THEY FIND THE CONTRABAND.       
20101230040128.000|20101230040129.000|CC1|>> LOOK AT THAT.                
20101230040129.000|20101230040145.000|CC1|>> BEFORE IT IS TOO LATE.       
20101230040145.000|20101230040149.000|CC1|DURING THE MONTHS ARE CREWS     
20101230040149.000|20101230040151.000|CC1|SPEND INSIDE, WE WITNESSED OUR  
20101230040151.000|20101230040154.000|CC1|FAIR SHARE OF SEARCHES.         
20101230040154.000|20101230040155.000|CC1|THE MAXIMUM-SECURITY FACILITY.  
20101230040155.000|20101230040159.000|CC1|BECAUSE UP WITH AN OFFICER      
20101230040159.000|20101230040159.000|CC1|BEGINNING AND SHIPPED WITH THE  
20101230040159.000|20101230040215.000|CC1|STANDARD CELL SEARCHES.         
20101230040215.000|20101230040218.000|CC1|>> RAZORS, THEY BREAK THEM      
20101230040218.000|20101230040218.000|CC1|APART.                          
20101230040218.000|20101230040219.000|CC1|THERE IS AN AWFUL LOT IN THIS   
20101230040219.000|20101230040233.000|CC1|CELL.                           
20101230040233.000|20101230040240.000|CC1|>> THESE ARE MEDAL.             
20101230040240.000|20101230040241.000|CC1|SHARPEN THAT.                   
20101230040241.000|20101230040243.000|CC1|>> CAN'T TELL WHAT IT CAME OUT  
20101230040243.000|20101230040253.000|CC1|OF, BUT THAT WOULD MAKE A GOOD  
20101230040253.000|20101230040253.000|CC1|SHAPE.                          
20101230040253.000|20101230040256.000|CC1|>> HAVING DANGEROUS CONTRABAND  
20101230040256.000|20101230040258.000|CC1|AT THIS POINT.                  
20101230040258.000|20101230040258.000|CC1|RIGHT UP A 115.                 
20101230040258.000|20101230040300.000|CC1|>> THEY KNOW HOW TO BEAT THE    
20101230040300.000|20101230040302.000|CC1|SYSTEM BY NOT SHARPENING THEM TO
20101230040302.000|20101230040303.000|CC1|A POINT.                        
20101230040303.000|20101230040306.000|CC1|WHEN THEY DO THAT, THEY GO TO   
20101230040306.000|20101230040307.000|CC1|OUT SEGREGATION.                
20101230040307.000|20101230040310.000|CC1|AS LONG AS IT IS NOT SHARPENED  
20101230040310.000|20101230040313.000|CC1|TO A POINT, IT IS CONSIDERED    
