TOP|20101230073001|2010-12-30_0730_US_KMEX_Noticiero_Univision_Ultima_Hora
COL|Communication Studies Archive, UCLA 
UID|bc582202-13ea-11e0-97bf-001517add60e
DUR|0:29:29.53
VID|640x480
CMT|
LAN|SPA
LBT|2010-12-29 23:30 America/Los_Angeles
SEG_01|2014-06-18 18:30:19|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101230073004.000|20101230075930.000|SEG|Type=Story
20101230073004.000|20101230073013.000|SEG_01|Type=Commercial
20101230073004.000|20101230073007.000|CC1|noticiero, gracias por habernos 
20101230073007.000|20101230073013.000|CC1|acompañado.                     
20101230073013.000|20101230073016.000|SEG_01|Type=Story start
20101230073013.000|20101230073016.000|CC1|>> ESTA NOCHE EN ÚLTIMA HORA.   
20101230073016.000|20101230073019.000|CC1|???                             
20101230073019.000|20101230073022.000|CC1|>> VUELVE A LLOVER INTENSAMENTE 
20101230073022.000|20101230073027.000|CC1|EN CALIFORNIA, CAUSA MUERTE,    
20101230073027.000|20101230073032.000|CC1|DAÑOS, Y CIERRE DE CARRETERAS.  
20101230073032.000|20101230073033.000|CC1|AL OTRO EXTREMO EN EL NORESTE   
20101230073033.000|20101230073034.000|CC1|DE LA NACIONAL WALESA DEJÓ UNA  
20101230073034.000|20101230073039.000|CC1|HUELLA BLANCA QUE NO HA SIDO    
20101230073039.000|20101230073042.000|CC1|FÁCIL DE QUITAR.                
20101230073042.000|20101230073042.000|CC1|TREMENDO SUSTO ENTRE LOS        
20101230073042.000|20101230073048.000|CC1|PASAJEROS DE UN AVIÓN, LA NIEVE 
20101230073048.000|20101230073049.000|CC1|CUBRÍA UNA VISTA Y LA AERONAVE  
20101230073049.000|20101230073052.000|CC1|RESBALÓ Y SE SALIÓ.             
20101230073052.000|20101230073052.000|CC1|DESPUÉS DE UN ENFRENTAMIENTO    
20101230073052.000|20101230073053.000|CC1|ELEVAR FAMILIARES DECIDEN QUE   
20101230073053.000|20101230073054.000|CC1|LOS RESTOS DEL EX PRESIDENTE    
20101230073054.000|20101230073058.000|CC1|VENEZOLANO CARLOS ANDRÉS PÉREZ  
20101230073058.000|20101230073059.000|CC1|SERÁN TRASLADADOS A CARACAS     
20101230073059.000|20101230073100.000|CC1|PARA SER ENTERRADOS EN SU PAÍS. 
20101230073100.000|20101230073101.000|CC1|???                             
20101230073101.000|20101230073104.000|CC1|>> FRUSTRAN UNA AMENAZA         
20101230073104.000|20101230073110.000|CC1|TERRORISTA EN DINAMARCA CONTRA  
20101230073110.000|20101230073113.000|CC1|UN PERIÓDICO ACUSADO DE CAUSAR  
20101230073113.000|20101230073114.000|CC1|LA FURIA DE LOS ALEMANES POR    
20101230073114.000|20101230073114.000|CC1|UNA CARICATURA, Y ESTA NOCHE    
20101230073114.000|20101230073115.000|CC1|LES PRESENTAMOS LA PRIMERA      
20101230073115.000|20101230073116.000|CC1|PARTE DE UN RESUMEN CON LAS     
20101230073116.000|20101230073116.000|CC1|NOTICIAS MÁS DESTACADAS DEL     
20101230073116.000|20101230073117.000|CC1|AÑO.                            
20101230073117.000|20101230073120.000|CC1|???                             
20101230073120.000|20101230073122.000|CC1|>> ESTE ES SU NOTICIERO         
20101230073122.000|20101230073125.000|CC1|UNIVISIÓN ÚLTIMA HORA.          
20101230073125.000|20101230073129.000|CC1|>> MUY BUENAS NOCHES,           
20101230073129.000|20101230073137.000|CC1|BIENVENIDOS, NO SALEN DE UNA    
20101230073137.000|20101230073137.000|CC1|ELLAS ENFRENTAN A OTRA, COMENZÓ 
20101230073137.000|20101230073138.000|CC1|CON UNA TORMENTA INVERNAL QUE   
20101230073138.000|20101230073139.000|CC1|BARRIÓ DESDE CALIFORNIA Y LUEGO 
20101230073139.000|20101230073140.000|CC1|LA RECIENTE EN LA COSTA ESTE DE 
20101230073140.000|20101230073146.000|CC1|LA NACIÓN. CALIFORNIA VUELVE A  
20101230073146.000|20101230073152.000|CC1|ENFRENTARSE A UN CLIMA          
20101230073152.000|20101230073158.000|CC1|PARECIDO, SE PIDIÓ NOMBRARLA    
20101230073158.000|20101230073159.000|CC1|ZONA DE DESASTRE, JAIME GARCÍA  
20101230073159.000|20101230073200.000|CC1|NOS REPORTA MÁS.                
