TOP|20110108040001|2011-01-08_0400_US_KCAL_KCAL_9_News_at_8PM
COL|Communication Studies Archive, UCLA 
UID|1e18d55e-1ae4-11e0-b77a-001517add6fa
DUR|0:59:43.78
VID|640x368
CMT|
LAN|ENG
LBT|2011-01-07 20:00 America/Los_Angeles
SEG_01|2014-02-14 18:21:40|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110108040003.000|20110108040003.000|XDS|%     CALL:     
20110108040003.000|20110108040003.000|XDS|%   RATING: (NOT RATED) (72)
20110108040003.000|20110108040003.000|XDS|%  NETWORK:   
20110108040004.000|20110108040004.000|XDS|%    TITLE: Dr. Phil          Show 9021RR
20110108040103.000|20110108045944.000|SEG|Type=Story
20110108040103.000|20110108040104.000|CC1|RICK: TONIGHT ON "KCAL 9 NEWS"  
20110108040104.000|20110108040105.000|CC1|AT A CLOCK FOR HOLMES COULD COME
20110108040105.000|20110108040108.000|CC1|CRASHING DOWN AT ANY MOMENT IN  
20110108040108.000|20110108040109.000|CC1|SAN CLEMENTE.                   
20110108040109.000|20110108040110.000|CC1|HOMEOWNERS ARE ORDERED TO PACK  
20110108040110.000|20110108040113.000|CC1|UP AND GET OUT.                 
20110108040113.000|20110108040114.000|CC1|SYLVIA: ALSO AND ORANGE COUNTY  
20110108040114.000|20110108040116.000|CC1|MOTHER ACCUSED OF DRIVING TO    
20110108040116.000|20110108040118.000|CC1|MARYLAND TO HAVE SEX WITH A 14  
20110108040118.000|20110108040120.000|CC1|YEAR-OLD BOY.                   
20110108040120.000|20110108040123.000|CC1|POLICE SAY THE MORE -- MAY BE   
20110108040123.000|20110108040124.000|CC1|MORE VICTIMS 37 SOME THOUGHT    
20110108040124.000|20110108040125.000|CC1|THESE MYSTERIOUS LIGHTS WERE    
20110108040125.000|20110108040126.000|CC1|FROM OUT OF THIS WORLD.         
20110108040126.000|20110108040127.000|CC1|WERE THEY?                      
20110108040127.000|20110108040129.000|CC1|WE WILL HAVE AN ANSWER.         
20110108040129.000|20110108040131.000|CC1|SYLVIA: GOOD EVENING.           
20110108040131.000|20110108040132.000|CC1|I'M SYLVIA LOPEZ.               
20110108040132.000|20110108040133.000|CC1|RICK: I'M RICK GARCIA.          
20110108040133.000|20110108040134.000|CC1|SHARON TAY IS OFF.              
20110108040134.000|20110108040137.000|CC1|TONS OF MUD, DEREK, AND DEBRIS  
20110108040137.000|20110108040140.000|CC1|HAVE COME CRASHING DOWN THE     
20110108040140.000|20110108040141.000|CC1|HILLSIDE.                       
20110108040141.000|20110108040143.000|CC1|RESIDENTS OF VIA BALLENA HEARD A
20110108040143.000|20110108040144.000|CC1|TERRIBLE RUMBLING.              
20110108040144.000|20110108040146.000|CC1|RITA GARCIA IS LIVE AS HOMES    
20110108040146.000|20110108040149.000|CC1|TEETER ON THE EDGE.             
20110108040149.000|20110108040150.000|CC1|>> Reporter: WELL, AND FOR      
20110108040150.000|20110108040153.000|CC1|THAT REASON WE ARE ON THE EDGE. 
20110108040153.000|20110108040156.000|CC1|THIS PATIO IS JUST NOT LEVEL.   
20110108040156.000|20110108040157.000|CC1|IT IS VERY SCARY.               
20110108040157.000|20110108040200.000|CC1|TO MY LEFT THERE IS AT LEAST THE
20110108040200.000|20110108040202.000|CC1|50--FOOT DROP.                  
20110108040202.000|20110108040204.000|CC1|ENGINEERS ARE SAYING THIS IS A  
20110108040204.000|20110108040205.000|CC1|RESULT OF ALL OF THE RECENT RAIN
20110108040205.000|20110108040207.000|CC1|THAT WE HAVE SEEN.              
20110108040207.000|20110108040209.000|CC1|THE SLOPE GAVE WAY FOR THAT     
20110108040209.000|20110108040210.000|CC1|REASON.                         
20110108040210.000|20110108040212.000|CC1|FOR FAMILIES HAVE NOW BEEN      
20110108040212.000|20110108040213.000|CC1|DISPLACED.                      
20110108040213.000|20110108040214.000|CC1|THE RED TAPE IS UP.             
20110108040214.000|20110108040217.000|CC1|ALL OF THESE HOMES HAVE BEEN RED
20110108040217.000|20110108040217.000|CC1|TAG.                            
20110108040217.000|20110108040219.000|CC1|THE TAPE SAYS DANGER.           
20110108040219.000|20110108040220.000|CC1|FAMILIES ARE PACKING UP AS WE   
20110108040220.000|20110108040221.000|CC1|SPEAK.                          
20110108040221.000|20110108040222.000|CC1|RIGHT NOW AT THIS HOLE INSIDE   
20110108040222.000|20110108040226.000|CC1|THE LIVING ROOM, YOU CAN SEE IT 
20110108040226.000|20110108040229.000|CC1|IS COMPLETELY CLEARED OUT.      
20110108040229.000|20110108040233.000|CC1|MOST FAMILIES WITHIN JUST A FEW 
20110108040233.000|20110108040233.000|CC1|HOURS.                          
20110108040233.000|20110108040234.000|CC1|PLANNING AND PACKING HAVE ALL   
20110108040234.000|20110108040236.000|CC1|KINDS OF FURNITURE IN THE MIDDLE
20110108040236.000|20110108040239.000|CC1|OF THE STREETS ON VIA BALLENA IN
20110108040239.000|20110108040241.000|CC1|SAN CLEMENTE.                   
