TOP|20110125010001|2011-01-25_0100_US_KABC_Eyewitness_News_5PM
COL|Communication Studies Archive, UCLA 
UID|ccd9068c-2826-11e0-8c67-001517add6fa
DUR|0:59:49.05
VID|640x352
CMT|
LAN|ENG
LBT|2011-01-24 17:00 America/Los_Angeles
SEG_01|2014-02-03 01:07:33|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110125010003.000|20110125015950.000|SEG|Type=Story
20110125010003.000|20110125010005.000|CC1|12-YEAR-OLD MALE TRAPPED        
20110125010005.000|20110125010006.000|CC1|UNDERNEATH THE BLUE VEHICLE.    
20110125010006.000|20110125010008.000|CC1|WHAT THEY DID IS ONCE THEY      
20110125010008.000|20110125010009.000|CC1|REALIZED WHAT THEY HAD THEY WERE
20110125010009.000|20110125010013.000|CC1|ABLE TO GET AIRBAGS AND LIFT THE
20110125010013.000|20110125010014.000|CC1|WEIGHT OF THAT VEHICLE OFF THE  
20110125010014.000|20110125010016.000|CC1|GROUND AND WERE ABLE TO PULL THE
20110125010016.000|20110125010018.000|CC1|CHILD FREE.                     
20110125010018.000|20110125010019.000|CC1|>> Reporter: AND AUTHORITIES SAY
20110125010019.000|20110125010020.000|CC1|THAT THE CHILD WAS TRAPPED      
20110125010020.000|20110125010023.000|CC1|UNDERNEATH THE VEHICLE AND IS IN
20110125010023.000|20110125010023.000|CC1|CRITICAL CONDITION.             
20110125010023.000|20110125010026.000|CC1|THE DRIVER OF THE PRIUS IS A    
20110125010026.000|20110125010027.000|CC1|19-YEAR-OLD ACCORDING TO POLICE.
20110125010027.000|20110125010029.000|CC1|SHE WAS ALSO TRANSPORTED TO THE 
20110125010029.000|20110125010032.000|CC1|HOSPITAL WITH TRAUMATIC         
20110125010032.000|20110125010033.000|CC1|INJURIES.                       
20110125010033.000|20110125010034.000|CC1|BACK HERE LIVE AS THEY GET READY
20110125010034.000|20110125010036.000|CC1|TO LOAD THE PRIUS ONTO A TOW    
20110125010036.000|20110125010037.000|CC1|TRUCK.                          
20110125010037.000|20110125010038.000|CC1|THE INVESTIGATION IS IN THE     
20110125010038.000|20110125010039.000|CC1|EARLY STAGES.                   
20110125010039.000|20110125010040.000|CC1|AT THIS POINT THEY DON'T KNOW   
20110125010040.000|20110125010041.000|CC1|WHO CAUSED THE ACCIDENT THAT    
20110125010041.000|20110125010043.000|CC1|SENT THAT PRIUS INTO THE        
20110125010043.000|20110125010044.000|CC1|CHILDREN.                       
20110125010044.000|20110125010047.000|CC1|REPORTING LIVE FROM PLACENTIA,  
20110125010047.000|20110125010048.000|CC1|EILEEN FRERE, ABC 7 "EYEWITNESS 
20110125010048.000|20110125010049.000|CC1|NEWS."                          
20110125010049.000|20110125010051.000|CC1|MICHELLE: DESPITE HEAVY SECURITY
