TOP|20110112190001|2011-01-12_1900_US_KABC_Eyewitness_News_11AM
COL|Communication Studies Archive, UCLA 
UID|81b5a5b0-1e86-11e0-96b0-001517add720
DUR|0:59:44.51
VID|640x352
CMT|
LAN|ENG
LBT|2011-01-12 11:00 America/Los_Angeles
SEG_01|2014-02-03 01:07:19|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110112190003.000|20110112195945.000|SEG|Type=Story
20110112190003.000|20110112190045.000|SEG_01|Type=Commercial
20110112190003.000|20110112190003.000|CC1|      and we can help close     
20110112190003.000|20110112190005.000|CC1|    this calcium gap together.  
20110112190005.000|20110112190005.000|CC1|    To get you started, we're   
20110112190005.000|20110112190008.000|CC1|giving away a million free cups 
20110112190008.000|20110112190010.000|CC1|       at Yoplait dot com.      
20110112190010.000|20110112190010.000|CC1|      The Yoplait you love,     
20110112190010.000|20110112190014.000|CC1|         now in a 4-pack.       
20110112190014.000|20110112190045.000|CC1|          Try it today.         
20110112190045.000|20110112190048.000|SEG_01|Type=Story start
20110112190045.000|20110112190048.000|CC1|LESLIE: A GUNMAN OPENED FIRE ON 
20110112190048.000|20110112190052.000|CC1|TWO L.A. COUNTY SHERIFF'S       
20110112190052.000|20110112190053.000|CC1|DEPUTIES.                       
20110112190053.000|20110112190054.000|CC1|HE WAS SHOT IN THE CASE.        
20110112190054.000|20110112190056.000|CC1|THE ACCUSED GUNMAN IS DEAD.     
20110112190056.000|20110112190059.000|CC1|I'M  LESLIE SYKES.              
20110112190059.000|20110112190101.000|CC1|PHILLIP: AND I'M PHILLIP PALMER.
20110112190101.000|20110112190102.000|CC1|STRUGGLE ENDS WITH A DEPUTY     
20110112190102.000|20110112190104.000|CC1|SHOT IN THE FACE.               
20110112190104.000|20110112190106.000|CC1|THE DEPUTY MAY LOSE AN EYE.     
20110112190106.000|20110112190107.000|CC1|MEANTIME, WE'RE LEARNING MORE   
20110112190107.000|20110112190109.000|CC1|ABOUT THE SHOOTER.              
20110112190109.000|20110112190111.000|CC1|HE'S A PAROLED FELON WHOSE      
20110112190111.000|20110112190114.000|CC1|FAMILY SPOKE EXCLUSIVELY TO     
20110112190114.000|20110112190115.000|CC1|EYEWITNESS NEWS.                
20110112190115.000|20110112190117.000|CC1|ALEX IS LIVE WITH AN UPDATE ON  
20110112190117.000|20110112190119.000|CC1|THE DEPUTY'S CONDITION.         
20110112190119.000|20110112190120.000|CC1|ALEX?                           
20110112190120.000|20110112190122.000|CC1|>> Reporter: WE UNDERSTAND THE  
20110112190122.000|20110112190124.000|CC1|DEPUTY HAS BEEN UPGRADED FROM   
20110112190124.000|20110112190126.000|CC1|CRITICAL TO CRITICAL BUT STABLE 
20110112190126.000|20110112190126.000|CC1|CONDITION.                      
20110112190126.000|20110112190128.000|CC1|WE'RE LEARNING THE SUSPECT FOR  
20110112190128.000|20110112190130.000|CC1|THE FIRST TIME AND THE          
20110112190130.000|20110112190131.000|CC1|SUSPECT'S SISTER SPOKE          
20110112190131.000|20110112190136.000|CC1|EXCLUSIVELY TO EYEWITNESS NEWS. 
20110112190136.000|20110112190139.000|CC1|>> I DON'T KNOW HOW I'M GOING   
20110112190139.000|20110112190141.000|CC1|TO GET OVER THIS OR GET ON WITH 
20110112190141.000|20110112190141.000|CC1|MY LIFE.                        
20110112190141.000|20110112190144.000|CC1|THAT'S MY BROTHER.              
20110112190144.000|20110112190145.000|CC1|>> Reporter: HER BROTHER WAS    
20110112190145.000|20110112190151.000|CC1|SHOT BY SHERIFF'S DEPUTIES LAST 
20110112190151.000|20110112190152.000|CC1|NIGHT.                          
20110112190152.000|20110112190154.000|CC1|TORRES SHOT THE DEPUTY AHMED IN 
20110112190154.000|20110112190156.000|CC1|THE FACE AFTER HE APPROACHED    
20110112190156.000|20110112190157.000|CC1|HIM ACTING SUSPICIOUSLY.        
20110112190157.000|20110112190200.000|CC1|>> AT SOME POINT THE STRUGGLE   
20110112190200.000|20110112190202.000|CC1|DID ENSUE.                      
20110112190202.000|20110112190205.000|CC1|THE SUSPECT IN THAT VEHICLE     
