TOP|20101206140002|2010-12-06_1400_US_KTTV-FOX_Morning_News_at_6AM
COL|Communication Studies Archive, UCLA 
UID|1efe2062-0141-11e0-aea2-00e0815fe86c
DUR|0:59:54.03
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-06 06:00 America/Los_Angeles
SEG_01|2014-02-03 01:06:21|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20101206140022.000|20101206140036.286|SEG|Type=Story
20101206140022.000|20101206140024.000|CCO|>>> A WEEKEND OF WHEELING AND 
20101206140024.000|20101206140026.000|CCO|DEALING IN WASHINGTON, MAYBE 
20101206140026.000|20101206140028.000|CCO|TAX CUTS AND AN EXTENSION OF 
20101206140028.000|20101206140030.000|CCO|BENEFITS. 
20101206140030.000|20101206140032.000|CCO|>> FIREFIGHTERS RISK LIVES TO 
20101206140032.000|20101206140033.429|CCO|SAVE A TODDLER FOUND ALIVE 
20101206140033.429|20101206140034.857|CCO|AFTER HIS FAMILY ESCAPES A 
20101206140034.857|20101206140036.286|CCO|RAGING FIRE OVERNIGHT. 
20101206140036.286|20101206140610.000|SEG|Type=Story
20101206140036.286|20101206140037.714|CCO|>>> SHE'S BEEN ON LOTS OF TRIPS 
20101206140037.714|20101206140039.143|CCO|UP THERE BUT THIS TIME SHE 
20101206140039.143|20101206140040.571|CCO|DIDN'T COME DOWN. 
20101206140040.571|20101206140042.000|CCO|THE SEARCH IS ON FOR A VETERAN 
20101206140042.000|20101206140043.667|CCO|HIKER NEAR MOUNT BALDY. 
20101206140043.667|20101206140045.333|CCO|>> OH BOY, IT'S HAVOC ON THE 
20101206140045.333|20101206140047.000|CCO|HIGHWAYS AS ANOTHER WINTER 
20101206140047.000|20101206140048.667|CCO|STORM MOVES THROUGH. 
20101206140048.667|20101206140050.333|CCO|WE'LL TELL YOU WHAT YOU NEED TO 
20101206140050.333|20101206140052.000|CCO|KNOW AS YOU HEAD OUT THE DOOR. 
20101206140052.000|20101206140057.000|CCO|IT'S GOOD NEWS, FOLKS. 
20101206140057.000|20101206140102.000|CCO|FOX 11 MORNING NEWS AT 6:00 
20101206140102.000|20101206140107.000|CCO|BEGINS NOW.  
20101206140107.000|20101206140112.000|CCO|>> GOOD MORNING. 
20101206140112.000|20101206140113.429|CCO|>> I HAD LIGHTNING OVERNIGHT. 
20101206140113.429|20101206140114.857|CCO|MY POWER WENT OUT. 
20101206140114.857|20101206140116.286|CCO|>> GOOD STUFF. 
20101206140116.286|20101206140117.714|CCO|AS YOU WERE TRYING TO MENTION, 
20101206140117.714|20101206140119.143|CCO|JEAN, THE TIMING WAS NICE. 
20101206140119.143|20101206140120.571|CCO|THE WEEKEND WAS WRAPPING UP, 
20101206140120.571|20101206140122.000|CCO|THE WEEKEND FOR THE MOST PART 
20101206140122.000|20101206140124.000|CCO|WAS DRY, BRIEF SHOWERS SATURDAY 
20101206140124.000|20101206140126.000|CCO|AND THEN AGAIN YESTERDAY 
20101206140126.000|20101206140128.000|CCO|MORNING. 
20101206140128.000|20101206140130.000|CCO|THE RAIN STARTED YESTERDAY 
20101206140130.000|20101206140132.000|CCO|AFTERNOON INTO THE EVENING 
20101206140132.000|20101206140137.000|CCO|HOURS,INTENSIFYING OVERNIGHT. 
20101206140137.000|20101206140142.000|CCO|AND NOW WE'RE ENDING IT. 
20101206140142.000|20101206140147.000|CCO|IT'S MOVING TO THE EAST. 
20101206140147.000|20101206140152.000|CCO|MOVIES OF THE RAIN MOVING INTO 
20101206140152.000|20101206140153.250|CCO|NEVADA AND ARIZONA. 
20101206140153.250|20101206140154.500|CCO|HANUKKAH IN FULL SWING. 
20101206140154.500|20101206140155.750|CCO|THE CHRISTMAS PARTIES ARE 
20101206140155.750|20101206140157.000|CCO|RAMPING UP. 
20101206140157.000|20101206140158.250|CCO|TEMPERATURES ARE MOSTLY IN THE 
20101206140158.250|20101206140159.500|CCO|UPPER 40s AND LOWER 50s. 
20101206140159.500|20101206140200.750|CCO|TODAY PARTLY CLOUDY SKIES, 
20101206140200.750|20101206140202.000|CCO|WE'LL SEE TEMPERATURES RANGE 
20101206140202.000|20101206140203.667|CCO|FROM LOW TO MID-60s. 
