TOP|20101205160001|2010-12-05_1600_US_KTTV-FOX_News_Sunday_with_Chris_Wallace
COL|Communication Studies Archive, UCLA 
UID|b7c69446-0088-11e0-bcda-00e0815fe86c
DUR|0:59:54.03
VID|640x480
CMT|
LAN|ENG
LBT|2010-12-05 08:00 America/Los_Angeles
SEG_01|2014-02-14 18:17:17|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20101205160012.000|20101205163311.000|SEG|Type=Story
20101205160012.000|20101205160015.333|CCO|>> Chris: I'M CHRIS WALLACE, 
20101205160015.333|20101205160018.667|CCO|AND THIS IS "FOX NEWS 
20101205160018.667|20101205160022.000|CCO|SUNDAY".
20101205160022.000|20101205160023.429|CCO|TAX CUTS AND THE GROWING DEBT
20101205160023.429|20101205160024.857|CCO|CRIS.
20101205160024.857|20101205160026.286|CCO|WILL THE GOVERNMENT TAKE A 
20101205160026.286|20101205160027.714|CCO|BIGGER BITE OUT OF YOUR 
20101205160027.714|20101205160029.143|CCO|PAYCHECK IN JANUARY?
20101205160029.143|20101205160030.571|CCO|WILL CONGRESS FIND A WAY TO 
20101205160030.571|20101205160032.000|CCO|CUT THE DEFICIT?
20101205160032.000|20101205160033.250|CCO|WE TALK TO TWO KEY CAPITOL 
20101205160033.250|20101205160034.500|CCO|HILL PLAYERS.
20101205160034.500|20101205160035.750|CCO|THE CHAIRMAN OF THE SENATE 
20101205160035.750|20101205160037.000|CCO|BUDGET COMMITTEE, KENT 
20101205160037.000|20101205160038.250|CCO|CONRAD.
20101205160038.250|20101205160039.500|CCO|AND ONE OF THE NEW HOUSE 
20101205160039.500|20101205160040.750|CCO|REPUBLICAN LEADERS JEB 
20101205160040.750|20101205160042.000|CCO|HENSARLING.
20101205160042.000|20101205160044.000|CCO|THEN AS THE G.O.P. PREPARES 
20101205160044.000|20101205160046.000|CCO|TO TAKE CONTROL OF THE HOUSE,
20101205160046.000|20101205160048.000|CCO|WE'LL ASK FORMER SPEAKER 
20101205160048.000|20101205160050.000|CCO|AND POSSIBLE PRESIDENTIAL 
20101205160050.000|20101205160052.000|CCO|CANDIDATE NEWT GINGRICH ABOUT
20101205160052.000|20101205160053.667|CCO|THE CHANGING BALANCE OF POWER
20101205160053.667|20101205160055.333|CCO|IN WASHINGTON.
20101205160055.333|20101205160057.000|CCO|PLUS, PRESIDENT OBAMA MAKES A
20101205160057.000|20101205160058.667|CCO|SURPRISE TRIP TO AFGHANISTAN,
20101205160058.667|20101205160100.333|CCO|AS WIKILEAKS REVEALED WHAT 
20101205160100.333|20101205160102.000|CCO|U.S. OFFICIALS REALLY THINK 
20101205160102.000|20101205160104.000|CCO|OF HAMID KARZAI.
20101205160104.000|20101205160106.000|CCO|WE'LL ASK OUR SUNDAY PANEL 
20101205160106.000|20101205160108.000|CCO|WHAT HAPPENS NEXT IN THE WAR 
20101205160108.000|20101205160110.000|CCO|THERE.
20101205160110.000|20101205160112.000|CCO|AND OUR POWER PLAYER OF THE 
20101205160112.000|20101205160113.429|CCO|WEEK.
20101205160113.429|20101205160114.857|CCO|A REAL-LIFE DR. HOUSE TRYING 
