TOP|20110128010001|2011-01-28_0100_US_KMEX_Primer_Impacto
COL|Communication Studies Archive, UCLA 
UID|4b92e6fc-2a82-11e0-9f26-001517add6f2
DUR|0:59:49.31
VID|640x480
CMT|
LAN|SPA
LBT|2011-01-27 17:00 America/Los_Angeles
SEG_01|2014-06-18 19:05:26|Source_Program=Commercial Detection|Source_Person=Weixin Li
20110128010015.000|20110128010034.000|SEG|Type=Story
20110128010015.000|20110128010015.000|CC1|.                               
20110128010015.000|20110128010019.000|CC1|>> Hoy en "Primer Impacto."     
20110128010019.000|20110128010021.000|CC1|Liberan al cantante mexicano    
20110128010021.000|20110128010026.000|CC1|Kalimba por falsa del pruebas.  
20110128010026.000|20110128010031.000|CC1|Descubren catapulta usada por   
20110128010031.000|20110128010032.000|CC1|traficantes para el lanzar      
20110128010032.000|20110128010034.000|CC1|marihuana a Estados Unidos.     
20110128010034.000|20110128010633.000|SEG|Type=Story
20110128010034.000|20110128010036.000|CC1|>>> Y baja capa de nieve está el
20110128010036.000|20110128010038.000|CC1|noreste del país y declaran     
20110128010038.000|20110128010040.000|CC1|estado de emergencia.           
20110128010040.000|20110128010043.000|CC1|>> A latigazo limpio castigan a 
20110128010043.000|20110128010046.000|CC1|un ladrón y casi lo queman vivo.
20110128010046.000|20110128010048.000|CC1|>> Y hablamos con el héroe      
20110128010048.000|20110128010051.000|CC1|hispano que defendió con todo   
20110128010051.000|20110128010054.000|CC1|cuando lo agredió un ladrón.    
20110128010054.000|20110128010101.000|CC1|>> Y el misterio del piano que  
20110128010101.000|20110128010101.000|CC1|                                
20110128010101.000|20110128010103.000|CC1|apareció muy medio del mar.     
20110128010103.000|20110128010106.000|CC1|>> Pedro Rivera muéstralo sello 
20110128010106.000|20110128010108.000|CC1|discográfico que du abrió al    
20110128010108.000|20110128010108.000|CC1|Chapo de Sinaloa.               
20110128010108.000|20110128010114.000|CC1|>> Y a chalino Sánchez y a      
20110128010114.000|20110128010115.000|CC1|Graciela Beltrán esto y más     
20110128010115.000|20110128010120.000|CC1|ahora mismo en "Primer Impacto."
20110128010120.000|20110128010124.000|CC1|>> Una noche en una disco desató
20110128010124.000|20110128010126.000|CC1|odisea para ca limo baun menor  
20110128010126.000|20110128010128.000|CC1|de usted lo acusó de violación. 
20110128010128.000|20110128010129.000|CC1|>> No para nada.                
20110128010129.000|20110128010132.000|CC1|>> Comenzó una saga donde se vio
20110128010132.000|20110128010134.000|CC1|acosado por la prensa.          
20110128010134.000|20110128010137.000|CC1|>> No violé a nadie.            
20110128010137.000|20110128010139.000|CC1|>> La orden de detén los llevó a
20110128010139.000|20110128010141.000|CC1|cruzar la frontera y terminó    
20110128010141.000|20110128010142.000|CC1|tras las rejas.                 
20110128010142.000|20110128010145.000|CC1|>> Pero el caso dio un giro     
20110128010145.000|20110128010148.000|CC1|inesperado cuando reconstruyeron
20110128010148.000|20110128010150.000|CC1|los hechos y recibió el dith    
20110128010150.000|20110128010153.000|CC1|menos, que cambiaría su destino 
20110128010153.000|20110128010158.000|CC1|con lágrimas, y salió de la     
20110128010158.000|20110128010159.000|CC1|cárcel y respira en libertad.   
20110128010159.000|20110128010201.000|CC1|>> Qué tal muy buenas tardes,   
20110128010201.000|20110128010202.000|CC1|bienvenidos a "Primer Impacto." 
20110128010202.000|20110128010203.000|CC1|>> Gracias por estar con        
20110128010203.000|20110128010205.000|CC1|nosotros en esta hora de        
20110128010205.000|20110128010206.000|CC1|impacto.                        
20110128010206.000|20110128010208.000|CC1|>> Y un juez decidió liberar al 
20110128010208.000|20110128010210.000|CC1|cantante Kalimba diciendo que no
20110128010210.000|20110128010211.000|CC1|hay pruebas de que violó aúna   
20110128010211.000|20110128010212.000|CC1|menor de edad.                  
20110128010212.000|20110128010215.000|CC1|>> Así es León Felipe González  
20110128010215.000|20110128010216.000|CC1|está con más detalles, adelante 
20110128010216.000|20110128010219.000|CC1|león cuentans que es lo último. 
20110128010219.000|20110128010227.000|CC1|>> Así es hoy tras la escon     
20110128010227.000|20110128010228.000|CC1|oración de Kalimba había que    
20110128010228.000|20110128010230.000|CC1|hacer trámites para que saliera,
20110128010230.000|20110128010232.000|CC1|todos esperaban, y pero su formó
20110128010232.000|20110128010235.000|CC1|un caos y hubo golpes, y también
20110128010235.000|20110128010237.000|CC1|lágrimas del cantante en el     
20110128010237.000|20110128010238.000|CC1|momento que se enteró de la     
20110128010238.000|20110128010241.000|CC1|noticia de su liberación.       
