TOP|20110109000001|2011-01-09_0000_US_KABC_Eyewitness_News_4PM
COL|Communication Studies Archive, UCLA 
UID|f20156e2-1b8f-11e0-a6b0-001517add720
DUR|1:29:44.57
VID|640x352
CMT|
LAN|ENG
LBT|2011-01-08 16:00 America/Los_Angeles
SEG_01|2014-02-03 01:07:15|Source_Program=commercial_detection.py|Source_Person=Weixin Li
20110109000044.000|20110109012945.000|SEG|Type=Story
20110109000044.000|20110109000044.000|CC1|>> THIS IS "EYEWITNESS NEWS" IN 
20110109000044.000|20110109000046.000|CC1|HIGH DEFINITION WITH LIVE       
20110109000046.000|20110109000047.000|CC1|BREAKING NEWS.                  
20110109000047.000|20110109000048.000|CC1|JOVANA: BREAKING NEWS:          
20110109000048.000|20110109000049.000|CC1|AN ARIZONA CONGRESSWOMAN IS SHOT
20110109000049.000|20110109000050.000|CC1|IN THE HEAD WHILE MEETING WITH  
20110109000050.000|20110109000050.000|CC1|CONSTITUENTS OUTSIDE A GROCERY  
20110109000050.000|20110109000053.000|CC1|STORE.                          
20110109000053.000|20110109000054.000|CC1|AT LEAST FIVE PEOPLE ARE DEAD,  
20110109000054.000|20110109000055.000|CC1|AND THE CONGRESSWOMAN IS IN     
20110109000055.000|20110109000056.000|CC1|CRITICAL CONDITION.             
20110109000056.000|20110109000058.000|CC1|HELLO, I'M JOVANA LARA.         
20110109000058.000|20110109000058.000|CC1|JOHN: I'M JOHN HARTUNG.         
20110109000058.000|20110109000100.000|CC1|THIS IS "EYEWITNESS NEWS" AT    
20110109000100.000|20110109000102.000|CC1|4:00.                           
20110109000102.000|20110109000104.000|CC1|THE SHOOTING HAPPENED OUTSIDE A 
20110109000104.000|20110109000105.000|CC1|SAFEWAY IN TUCSON AS 40-YEAR-OLD
20110109000105.000|20110109000105.000|CC1|DEMOCRAT GABRIELLE GIFFORDS MET 
20110109000105.000|20110109000108.000|CC1|WITH VOTERS.                    
20110109000108.000|20110109000110.000|CC1|SHE WAS HOLDING A PUBLIC EVENT. 
20110109000110.000|20110109000111.000|CC1|A 9-YEAR-OLD GIRL AND A FEDERAL 
20110109000111.000|20110109000111.000|CC1|JUDGE ARE AMONG THE DEAD.       
20110109000111.000|20110109000117.000|CC1|A SUSPECT IS IN CUSTODY.        
20110109000117.000|20110109000118.000|CC1|DETAILS NOW ON THE SHOOTING AND 
20110109000118.000|20110109000121.000|CC1|MORE ON THE ALLEGED GUNMAN.     
20110109000121.000|20110109000122.000|CC1|>> Reporter: MAKING A PUBLIC    
20110109000122.000|20110109000123.000|CC1|APPEARANCE OUTSIDE OF THIS      
20110109000123.000|20110109000124.000|CC1|SUPERMARKET WHEN A MAN RAN UP   
20110109000124.000|20110109000127.000|CC1|AND OPENED FIRE.                
20110109000127.000|20110109000128.000|CC1|HERE'S A DEMOCRAT WAS SHOT IN   
20110109000128.000|20110109000130.000|CC1|THE HEAD AND RAN TO THE NEARBY  
20110109000130.000|20110109000133.000|CC1|MEDICAL CENTER.                 
20110109000133.000|20110109000138.000|CC1|>> FINISHED OPERATING ON HER AND
20110109000138.000|20110109000139.000|CC1|WE'RE VERY OPTIMISTIC ABOUT THE 
20110109000139.000|20110109000141.000|CC1|RECOVERY.                       
20110109000141.000|20110109000142.000|CC1|>> Reporter: AT LEAST 10        
20110109000142.000|20110109000144.000|CC1|OTHERS WERE ALSO SHOT.          
20110109000144.000|20110109000145.000|CC1|SOME WERE AIRLIFTED TO THE      
20110109000145.000|20110109000149.000|CC1|HOSPITAL BY HELICOPTER.         
20110109000149.000|20110109000155.000|CC1|POLICE SWARMED THE SCENE.       
20110109000155.000|20110109000155.000|CC1|PRESIDENT OBAMA IS AMONG THOSE  
20110109000155.000|20110109000158.000|CC1|CONDEMNING THE BLOODSHED.       
20110109000158.000|20110109000159.000|CC1|>> OUR HEARTS GO OUT TO THE     
20110109000159.000|20110109000202.000|CC1|FAMILY MEMBERS AND THOSE WHO    
20110109000202.000|20110109000204.000|CC1|HAVE BEEN SLAIN.                
20110109000204.000|20110109000206.000|CC1|WE WILL GET TO THE BOTTOM OF    
20110109000206.000|20110109000207.000|CC1|THIS AND WE WILL GET THROUGH    
20110109000207.000|20110109000209.000|CC1|THIS.                           
20110109000209.000|20110109000212.000|CC1|>> Reporter: SCHMOOZER          
20110109000212.000|20110109000215.000|CC1|SWORN IN ON WEDNESDAY.          
20110109000215.000|20110109000218.000|CC1|SHE TOOK PART IN THURSDAY'S     
20110109000218.000|20110109000220.000|CC1|READING OF THE CONSTITUTION ON  
20110109000220.000|20110109000223.000|CC1|THE HOUSE FLOOR.                
20110109000223.000|20110109000224.000|CC1|>> CONGRESS SHOULD MAKE NO LAW  
20110109000224.000|20110109000232.000|CC1|ESTABLISHING RELIGION.          
20110109000232.000|20110109000232.000|CC1|>> Reporter: POLICE MUST        
20110109000232.000|20110109000234.000|CC1|UNRAVEL THE MYSTERY OF AMERICA'S
20110109000234.000|20110109000237.000|CC1|LATEST SHOOTING RAMPAGE.        
20110109000237.000|20110109000239.000|CC1|BECOME IDENTIFIED AS 22-YEAR-OLD
20110109000239.000|20110109000241.000|CC1|MONK SEVERAL REPORTED DEAD IS A 
20110109000241.000|20110109000242.000|CC1|NINE-YEAR-OLD CHILD AND FEDERAL 
20110109000242.000|20110109000245.000|CC1|JUDGE.                          
20110109000245.000|20110109000246.000|CC1|HE SAYS HE IS OPTIMISTIC ABOUT  
20110109000246.000|20110109000247.000|CC1|THE CONDITION.                  
20110109000247.000|20110109000250.000|CC1|"ABC NEWS."                     
20110109000250.000|20110109000251.000|CC1|JOHN: WE'RE LEARNING MORE ABOUT 
20110109000251.000|20110109000254.000|CC1|THE SUSPECT.                    
20110109000254.000|20110109000256.000|CC1|AUTHORITIES REPORTEDLY SAY HE   
20110109000256.000|20110109000257.000|CC1|CLAIMS HE ACTED ALONE.          
20110109000257.000|20110109000259.000|CC1|THIS PICTURE TAKEN FROM HIS     
20110109000259.000|20110109000301.000|CC1|MYSPACE PAGE A FEW HOURS BEFORE 
20110109000301.000|20110109000304.000|CC1|THE SHOOTING AND POSTING ON HIS 
20110109000304.000|20110109000308.000|CC1|MYSPACE PAGE HAS THE TITLE      
20110109000308.000|20110109000311.000|CC1|"GOODBYE FRIENDS."              
20110109000311.000|20110109000313.000|CC1|YouTube PAGE BELONGING TO HIM   
20110109000313.000|20110109000315.000|CC1|IS CRITICAL OF THE GOVERNMENT   
20110109000315.000|20110109000317.000|CC1|AND APPEARS TO ENDORSE VIOLENCE 
20110109000317.000|20110109000321.000|CC1|AND TALKS ABOUT MIND CONTROL AND
20110109000321.000|20110109000323.000|CC1|BRAINWASHING.                   
20110109000323.000|20110109000326.000|CC1|LOOKING FOR ANY POSSIBLE        
20110109000326.000|20110109000334.000|CC1|ACCOMPLICES.                    
20110109000334.000|20110109000336.000|CC1|HE DESCRIBED THE SCENE TO "ABC  
20110109000336.000|20110109000339.000|CC1|NEWS."                          
20110109000339.000|20110109000343.000|CC1|>> I HAD PASSED BY THE TABLE, I 
