TOP|20110129060001|2011-01-29_0600_US_KNBC_Dateline_NBC
COL|Communication Studies Archive, UCLA 
UID|5f3dd2ea-2b75-11e0-bd65-001517add6fa
DUR|0:59:49.65
VID|640x368
CMT|
LAN|ENG
LBT|2011-01-28 22:00 America/Los_Angeles
SEG_01|2014-06-18 19:07:21|Source_Program=Commercial Detection|Source_Person=Weixin Li
20110129060002.000|20110129060638.000|SEG|Type=Story
20110129060002.000|20110129060004.000|CC1|WE BELIEVE HE GRABBED DALE      
20110129060004.000|20110129060005.000|CC1|NELSON'S DOORSTOP, HIT HIS DAD  
20110129060005.000|20110129060009.000|CC1|SEVERAL TIMES IN THE HEAD.      
20110129060009.000|20110129060011.000|CC1|MOM HEARD THE RUCKUS, WASN'T    
20110129060011.000|20110129060012.000|CC1|OVERLY CONCERNED BUT WENT OUT   
20110129060012.000|20110129060020.000|CC1|THERE TO SEE WHAT IT WAS.       
20110129060020.000|20110129060020.000|CC1|AS SHE'S GOING DOWN THE STEPS,  
20110129060020.000|20110129060021.000|CC1|SHE SEES WHAT HAPPENS.          
20110129060021.000|20110129060022.000|CC1|SHE DROPS HER COOKIE, JUMPS OUT 
20110129060022.000|20110129060023.000|CC1|OF HER SHOES AND GOES AFTER HER 
20110129060023.000|20110129060024.000|CC1|SON.                            
20110129060024.000|20110129060026.000|CC1|>> Reporter: THEN, ACCORDING TO 
20110129060026.000|20110129060027.000|CC1|THE POLICE THEORY, RON WHACKED  
20110129060027.000|20110129060028.000|CC1|HIS MOTHER WITH THE DOORSTOP.   
20110129060028.000|20110129060031.000|CC1|NOW WITH BOTH PARENTS BATTERED  
20110129060031.000|20110129060033.000|CC1|AND DAZED, POLICE BELIEVE HE RAN
20110129060033.000|20110129060034.000|CC1|INSIDE AND GRABBED TWO KNIVES --
20110129060034.000|20110129060037.000|CC1|THE ONES MISSING FROM THE KNIFE 
20110129060037.000|20110129060038.000|CC1|BLOCK -- AND FINISHED WHAT HE'D 
20110129060038.000|20110129060040.000|CC1|BEGUN.                          
20110129060040.000|20110129060041.000|CC1|>> BEFORE IT'S ALL SAID AND     
20110129060041.000|20110129060042.000|CC1|DONE, IN A MATTER OF JUST A     
20110129060042.000|20110129060046.000|CC1|COUPLE OF MINUTES, HE'S LOST HIS
20110129060046.000|20110129060048.000|CC1|TEMPER AND HE'S COMMITTED THIS  
20110129060048.000|20110129060054.000|CC1|UNBELIEVABLE SITUATION.         
20110129060054.000|20110129060057.000|CC1|>> Reporter: ACCORDING TO THE   
20110129060057.000|20110129060058.000|CC1|DETECTIVE'S THEORY, RON JR. THEN
20110129060058.000|20110129060100.000|CC1|DROVE TO THAT NEW HOUSE OF HIS  
20110129060100.000|20110129060101.000|CC1|THAT WAS BEING RENOVATED, WASHED
20110129060101.000|20110129060103.000|CC1|OFF HIS PARENTS' BLOOD AND      
20110129060103.000|20110129060105.000|CC1|REMOVED BLOOD-STAINED CLOTHES.  
20110129060105.000|20110129060106.000|CC1|>> WE KNEW HE HAD A CHANGE OF   
20110129060106.000|20110129060107.000|CC1|CLOTHES THERE THAT HE WOULD USE 
20110129060107.000|20110129060110.000|CC1|TO DO SOME WORK ON THE HOUSE,   
20110129060110.000|20110129060112.000|CC1|AND HE GOES HOME.               
20110129060112.000|20110129060115.000|CC1|AND WE BELIEVE HE GETS HOME     
20110129060115.000|20110129060121.000|CC1|SOMETIME RIGHT AROUND 9:00.     
20110129060121.000|20110129060122.000|CC1|>> Reporter: DETECTIVE STEPHENS 
20110129060122.000|20110129060123.000|CC1|BELIEVES RON JR. THEN RETURNED  
20110129060123.000|20110129060124.000|CC1|TO THE CLOSED GARAGE LATER THAT 
20110129060124.000|20110129060125.000|CC1|NIGHT TO MOP DOWN THE SCENE.    
20110129060125.000|20110129060126.000|CC1|THAT'S WHY THE BLOODY MESSAGE   
20110129060126.000|20110129060126.000|CC1|WAS UNRECOGNIZABLY SMEARED, BUT 
20110129060126.000|20110129060128.000|CC1|MORE IMPORTANTLY, WHY POLICE SAY
20110129060128.000|20110129060132.000|CC1|ALL EVIDENCE AT THE SCENE WAS   
20110129060132.000|20110129060133.000|CC1|WASHED AWAY.                    
20110129060133.000|20110129060135.000|CC1|BUT COULD THEY PROVE IT?        
20110129060135.000|20110129060137.000|CC1|BY NOW IT WAS 2009, NEARLY THREE
20110129060137.000|20110129060139.000|CC1|YEARS SINCE THE MURDERS.        
20110129060139.000|20110129060142.000|CC1|>> WE HAD EXHAUSTED ALL THE     
20110129060142.000|20110129060144.000|CC1|POSSIBILITIES WITH THE STATE    
20110129060144.000|20110129060144.000|CC1|POLICE LAB AND OUR OWN          
20110129060144.000|20110129060148.000|CC1|TECHNICIANS.                    
20110129060148.000|20110129060150.000|CC1|THE HARD EVIDENCE THAT WE HAD   
20110129060150.000|20110129060151.000|CC1|HOPED TO COME ACROSS, LIKE      
20110129060151.000|20110129060152.000|CC1|FINDING THE KNIVES --           
20110129060152.000|20110129060154.000|CC1|>> YEAH.                        
20110129060154.000|20110129060155.000|CC1|>> FINDING THE DOORSTOP.        
20110129060155.000|20110129060156.000|CC1|>> IT WAS A THIN CASE.          
20110129060156.000|20110129060156.000|CC1|>> IT WAS THIN.                 
20110129060156.000|20110129060157.000|CC1|>> Reporter: AND IT HAD TURNED  
20110129060157.000|20110129060200.000|CC1|COLD.                           
20110129060200.000|20110129060201.000|CC1|>> A COLD CASE IS ONE WHERE     
20110129060201.000|20110129060204.000|CC1|THERE ARE NO NEW LEADS.         
20110129060204.000|20110129060205.000|CC1|>> Reporter: WHICH WAS STEVE    
20110129060205.000|20110129060206.000|CC1|KAPLAN'S CALLING CARD.          
20110129060206.000|20110129060207.000|CC1|A TOP PROSECUTOR, KAPLAN WAS    
20110129060207.000|20110129060209.000|CC1|POINT MAN FOR THE MACOMB COUNTY 
20110129060209.000|20110129060211.000|CC1|COLD CASE UNIT THAT SPECIALIZED 
20110129060211.000|20110129060212.000|CC1|IN UNDERDOG CASES.              
20110129060212.000|20110129060213.000|CC1|>> NONE OF OUR CASES WERE SOLVED
20110129060213.000|20110129060215.000|CC1|THROUGH FORENSIC EVIDENCE.      
20110129060215.000|20110129060217.000|CC1|ALL THE COLD CASES RELATED TO   
20110129060217.000|20110129060218.000|CC1|THE OLD-FASHIONED SHOE LEATHER. 
20110129060218.000|20110129060219.000|CC1|>> Reporter: FRESH EYES, NEW    
20110129060219.000|20110129060219.000|CC1|APPROACH.                       
20110129060219.000|20110129060220.000|CC1|>> EXACTLY.                     
20110129060220.000|20110129060222.000|CC1|>> Reporter: KAPLAN HAD TAKEN ON
20110129060222.000|20110129060224.000|CC1|25 COLD CASES AND WAS           
20110129060224.000|20110129060225.000|CC1|UNDEFEATED, GAINING EITHER      
20110129060225.000|20110129060228.000|CC1|CONVICTIONS OR GUILTY PLEAS.    
20110129060228.000|20110129060230.000|CC1|WAS NUMBER 26 IN THE CARDS?     
20110129060230.000|20110129060236.000|CC1|KAPLAN MET WITH DETECTIVE       
20110129060236.000|20110129060237.000|CC1|STEPHENS AND OTHER INVESTIGATORS
20110129060237.000|20110129060237.000|CC1|AT THIS STATE POLICE POST, WHERE
20110129060237.000|20110129060239.000|CC1|A WAR ROOM WAS SET UP WITH      
20110129060239.000|20110129060239.000|CC1|STACKS OF FILES, INTERVIEWS AND 
20110129060239.000|20110129060240.000|CC1|VISUAL DISPLAYS.                
20110129060240.000|20110129060241.000|CC1|>> AND WE GO OVER THE ENTIRE    
20110129060241.000|20110129060245.000|CC1|CASE FROM START TO FINISH.      
20110129060245.000|20110129060246.000|CC1|>> WE CONCLUDED THAT WE HAD THE 
20110129060246.000|20110129060247.000|CC1|RIGHT SUSPECT.                  
20110129060247.000|20110129060248.000|CC1|ALL THE LEADS HAD BEEN          
20110129060248.000|20110129060248.000|CC1|EXHAUSTED.                      
20110129060248.000|20110129060249.000|CC1|THE CASE WOULD NOT HAVE IMPROVED
20110129060249.000|20110129060249.000|CC1|OVER TIME.                      
20110129060249.000|20110129060251.000|CC1|>> Reporter: BUT KAPLAN ALSO    
20110129060251.000|20110129060253.000|CC1|KNEW THE CASE HAD SERIOUS FLAWS,
20110129060253.000|20110129060255.000|CC1|THE LACK OF ANY PHYSICAL        
20110129060255.000|20110129060257.000|CC1|EVIDENCE BEING THE BIGGEST ONE. 
20110129060257.000|20110129060259.000|CC1|SO HE SUGGESTED A DEVIATION FROM
20110129060259.000|20110129060300.000|CC1|THE COUNTY'S REGULAR CHARGING   
20110129060300.000|20110129060302.000|CC1|PROCESS.                        
20110129060302.000|20110129060304.000|CC1|NORMALLY, A JUDGE DECIDES IN A  
20110129060304.000|20110129060305.000|CC1|PRELIMINARY HEARING WHETHER     
20110129060305.000|20110129060306.000|CC1|THERE'S SUFFICIENT EVIDENCE FOR 
20110129060306.000|20110129060309.000|CC1|THE ACCUSED TO STAND TRIAL.     
20110129060309.000|20110129060310.000|CC1|THE JABALEE CASE, THOUGHT       
20110129060310.000|20110129060311.000|CC1|KAPLAN, REQUIRED SPECIAL        
20110129060311.000|20110129060312.000|CC1|HANDLING.                       
20110129060312.000|20110129060314.000|CC1|>> HE MAKES THE DETERMINATION   
20110129060314.000|20110129060316.000|CC1|THAT THE FIRST TIME IN 15 YEARS 
20110129060316.000|20110129060318.000|CC1|WE'RE GOING TO TAKE THIS        
20110129060318.000|20110129060320.000|CC1|INFORMATION TO A GRAND JURY, AND
20110129060320.000|20110129060321.000|CC1|IF THEY INDICT, WE'LL GO TO     
20110129060321.000|20110129060322.000|CC1|TRIAL.                          
20110129060322.000|20110129060329.000|CC1|>> Reporter: GRAND JURY.        
20110129060329.000|20110129060329.000|CC1|IS NOT A USUAL ROUTE IN MACOMB  
20110129060329.000|20110129060331.000|CC1|COUNTY.                         
20110129060331.000|20110129060331.000|CC1|>> VERY UNUSUAL.                
20110129060331.000|20110129060332.000|CC1|>> Reporter: RON JR. COULD READ 
20110129060332.000|20110129060333.000|CC1|THE TEA LEAVES.                 
20110129060333.000|20110129060334.000|CC1|BY THE TIME THE GRAND JURY WAS  
20110129060334.000|20110129060334.000|CC1|CONVENED IN JUNE, 2009, HE'D    
20110129060334.000|20110129060338.000|CC1|RETAINED TWO RESPECTED DEFENSE  
20110129060338.000|20110129060341.000|CC1|LAWYERS -- STEPHEN RABAUT AND   
20110129060341.000|20110129060343.000|CC1|GAIL PAMUKOV-MILLER.            
