TOP|20110118010002|2011-01-18_0100_US_HLN_Nancy_Grace
COL|Communication Studies Archive, UCLA 
UID|a0d20c3a-22a6-11e0-9ef9-001517add720
DUR|0:59:49.68
VID|640x480
CMT|
LAN|ENG
LBT|2011-01-17 17:00 America/Los_Angeles
SEG_01|2014-06-18 18:52:30|Source_Program=Commercial Detection|Source_Person=Weixin Li
20110118010004.000|20110118010018.000|SEG|Type=Story
20110118010004.000|20110118010008.000|CC1|CADAVER DOGS HIT ON A POSSIBLE  
20110118010008.000|20110118010009.000|CC1|SCENT FOR HAILEY DUNN.          
20110118010009.000|20110118010012.000|CC1|HAVE INVESTIGATES FOUND THE     
20110118010012.000|20110118010013.000|CC1|REMAINS?                        
20110118010013.000|20110118010014.000|CC1|NANCY GRACE WITH THE VERY       
20110118010014.000|20110118010015.000|CC1|LATEST.                         
20110118010015.000|20110118010018.000|CC1|SHE STARTS NOW.                 
20110118010018.000|20110118011535.000|SEG|Type=Story
20110118010018.000|20110118010021.000|CC1|>>> BREAKING NEWS TONIGHT, LIVE 
20110118010021.000|20110118010023.000|CC1|TEXAS, A 13-YEAR-OLD            
20110118010023.000|20110118010025.000|CC1|CHEERLEADER, BROAD DAYLIGHT     
20110118010025.000|20110118010027.000|CC1|LEAVES HOME TO HEAD BY FOOT DOWN
20110118010027.000|20110118010029.000|CC1|THE STREET TO A LITTLE FRIEND'S 
20110118010029.000|20110118010031.000|CC1|HOUSE FOR A SLEEPOVER.          
20110118010031.000|20110118010033.000|CC1|SHE'S NEVER SEEN AGAIN.         
20110118010033.000|20110118010034.000|CC1|BLOOD HOUNDS SCANT NEIGHBORHOOD 
20110118010034.000|20110118010037.000|CC1|AND A LOCAL MOTEL.              
20110118010037.000|20110118010039.000|CC1|POLICE COMB THAT MOTEL          
20110118010039.000|20110118010042.000|CC1|SURVEILLANCE VIDEO, NO SIGN OF  
20110118010042.000|20110118010043.000|CC1|HAILEY.                         
20110118010043.000|20110118010044.000|CC1|POLICE SEIZE CELL PHONES        
20110118010044.000|20110118010046.000|CC1|BELONGING TO MOMMY AND THE      
20110118010046.000|20110118010047.000|CC1|LIVE-IN BOYFRIEND.              
20110118010047.000|20110118010049.000|CC1|POLYGRAPH FRIENDS AND NEIGHBORS,
20110118010049.000|20110118010051.000|CC1|JUST HOURS AFTER WE GO LIVE WITH
20110118010051.000|20110118010052.000|CC1|THE STORY.                      
20110118010052.000|20110118010053.000|CC1|COLORADO POLICE WHO DISMISSED   
20110118010053.000|20110118010056.000|CC1|HAILEY AS A RUNAWAY, UPGRADE HER
20110118010056.000|20110118010057.000|CC1|CASE TO MISSING PERSON.         
20110118010057.000|20110118010100.000|CC1|COPS SEARCHING AN ABANDONED     
20110118010100.000|20110118010100.000|CC1|COTTON BEGIN.                   
20110118010100.000|20110118010102.000|CC1|CREEK BOTTOMS, COLORADO RIVER.  
20110118010102.000|20110118010104.000|CC1|DID MOMMY AND THE BOYFRIEND     
20110118010104.000|20110118010108.000|CC1|THROW A NEW YEAR'S EVE PARTY 72 
20110118010108.000|20110118010112.000|CC1|HOURS AFTER HAILEY GOES MISSING?
20110118010112.000|20110118010114.000|CC1|MOMMY SAYS NO.                  
20110118010114.000|20110118010116.000|CC1|ODDLY IN POLICE INTERVIEWS, THE 
20110118010116.000|20110118010118.000|CC1|BOYFRIEND STARTS OUT SAYING WHAT
20110118010118.000|20110118010120.000|CC1|A GOOD GIRL HAILEY IS, THEN DOES
20110118010120.000|20110118010122.000|CC1|A 180 CLAIMING THE 13-YEAR-OLD  
