TOP|20101220003001|2010-12-20_0030_US_KABC_Eyewitness_News_430PM
COL|Communication Studies Archive, UCLA 
UID|485acc46-0bd0-11e0-832e-00e0815fe92e
DUR|0:59:29.03
VID|640x352
CMT|
LAN|ENG
LBT|2010-12-19 16:30 America/Los_Angeles
SEG_01|2014-06-18 18:17:40|Source_Program=Commercial Detection|Source_Person=Weixin Li
20101220003051.000|20101220012930.000|SEG|Type=Story
20101220003051.000|20101220012930.000|SEG_01|Type=Commercial
20101220003051.000|20101220003054.333|CCO|JOVANA: RAIN, RAIN, AND MORE
20101220003054.333|20101220003057.667|CCO|
20101220003057.667|20101220003101.000|CCO|
20101220003101.000|20101220003101.833|CCO|RAIN.
20101220003101.833|20101220003102.667|CCO|
20101220003102.667|20101220003103.500|CCO|
20101220003103.500|20101220003104.333|CCO|SATURATING SOUTHERN
20101220003104.333|20101220003105.167|CCO|
20101220003105.167|20101220003106.000|CCO|
20101220003106.000|20101220003106.833|CCO|CALIFORNIA CENTER LA
20101220003106.833|20101220003107.667|CCO|
20101220003107.667|20101220003108.500|CCO|
20101220003108.500|20101220003109.333|CCO|CRESCENTA TO INLAND EMPIRE.
20101220003109.333|20101220003110.167|CCO|
20101220003110.167|20101220003111.000|CCO|
20101220003111.000|20101220003111.667|CCO|MUD AND ROCK ARE SPREAD
20101220003111.667|20101220003112.333|CCO|
20101220003112.333|20101220003113.000|CCO|
20101220003113.000|20101220003113.667|CCO|OVERSTREETS AND DRIVEWAYS IN
20101220003113.667|20101220003114.333|CCO|
20101220003114.333|20101220003115.000|CCO|
20101220003115.000|20101220003115.667|CCO|HOLLYWOOD HILLS, I AM JOVANA
20101220003115.667|20101220003116.333|CCO|
20101220003116.333|20101220003117.000|CCO|
20101220003117.000|20101220003117.667|CCO|LARA.
20101220003117.667|20101220003118.333|CCO|
20101220003118.333|20101220003119.000|CCO|
20101220003119.000|20101220003119.667|CCO|JOHN: I AM JOHN HARTUNG.
20101220003119.667|20101220003120.333|CCO|
20101220003120.333|20101220003121.000|CCO|
20101220003121.000|20101220003121.667|CCO|AS MUCH AS 7 INCHES HA
20101220003121.667|20101220003122.333|CCO|
20101220003122.333|20101220003123.000|CCO|
20101220003123.000|20101220003123.667|CCO|DRENCHED PARTS OF SOUTHERN
20101220003123.667|20101220003124.333|CCO|
20101220003124.333|20101220003125.000|CCO|
20101220003125.000|20101220003125.667|CCO|CALIFORNIA OVER THE WEEK, IT
20101220003125.667|20101220003126.333|CCO|
20101220003126.333|20101220003127.000|CCO|
20101220003127.000|20101220003127.667|CCO|IS FAR FROM OVER, IT NASTY
20101220003127.667|20101220003128.333|CCO|
20101220003128.333|20101220003129.000|CCO|
20101220003129.000|20101220003129.667|CCO|OUT THERE.
20101220003129.667|20101220003130.333|CCO|
20101220003130.333|20101220003131.000|CCO|
20101220003131.000|20101220003131.556|CCO|WE HAVE "STORM TRACK" TEAM
20101220003131.556|20101220003132.111|CCO|
